cons_12m,cons_gas_12m,cons_last_month,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,length_contract,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,price_peak_fix_diff,price_peak_var_diff,price_off_peak_var_diff,price_off_peak_fix_diff,churn,price_off_peak_sensitivity,price_peak_var_sensitivity,price_mid_peak_var_sensitivity,price_off_peak_fix_sensitivity
7726,0,0,0,0.0,33.12,33.12,1,89.02,3,13.2,4.0,-0.00815200000000002,0.17777879999999868,0.0,0.0038879999999998915,0.00815200000000002,0.1777799999999985,0,2.8279647248188343e-05,1.1609275226515029e-05,0.0,-0.0005528257067504927
9707,0,0,0,0.0,15.78,15.78,1,111.59,5,13.856,6.0,-0.004628000000000104,-1.1999999998124622e-06,0.0,0.0007530000000001008,0.004628000000000104,1.1999999998124622e-06,0,1.865804686732554e-05,3.0357625953106508e-06,0.0,3.713415601206092e-09
47019,0,3161,0,158.53,19.28,19.28,1,130.14,4,10.392,4.0,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.004461999999999994,0.17777879999999868,0,1.4172967785325815e-05,0.0,0.0,-0.0006529119918990968
786536,80583,85883,1,2585.38,25.68,25.68,2,1087.76,6,11.4,6.0,-0.004194000000000003,-1.1999999998124622e-06,0.0,0.0020899999999998975,0.004627999999999993,1.1999999998124622e-06,0,1.766759111621615e-05,-1.7339436715510828e-06,0.0,3.713415601206092e-09
30776,0,0,0,0.0,19.29,19.29,1,335.78,5,25.0,5.0,-0.007666000000000006,0.16291560000000516,0.09775199999999984,0.004168999999999992,0.008161000000000002,0.16291560000000516,0,3.08516787449653e-05,1.2848640908026062e-05,-1.1414732753474216e-05,-0.0006746544120425504
24838,0,2877,0,79.36,21.57,21.57,1,117.44,5,15.001,5.0,-0.007801000000000002,0.16291560000000516,0.09774935999999812,0.004168999999999909,0.008161000000000002,0.16291560000000516,0,3.145289841382594e-05,1.1717201562747973e-05,-1.1991113193431607e-05,-0.0006555724433428505
15411,0,0,0,0.0,23.97,23.97,1,19.07,4,13.0,4.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5192128072787149e-05,0.0,0.0,-0.0007153823881025556
16782,0,1908,1,189.79,6.6,6.6,2,203.35,6,19.8,7.0,-0.009328000000000017,0.16291560000000516,0.09775199999999984,0.004168999999999992,0.009328000000000017,0.16291560000000516,0,3.559127113072529e-05,1.5604442647603344e-05,-1.5616219933348896e-06,-0.0003754983866214497
26987,0,4099,0,413.68,47.35,47.35,1,316.53,5,35.0,5.0,-0.008497000000000005,0.16291560000000516,0.09774935999999812,0.004607,0.008497000000000005,0.16291560000000516,0,3.394129493467131e-05,1.8162958792724302e-05,-3.6071139793396955e-06,-0.000504144442345347
20560,0,3804,0,548.89,4.14,4.14,1,255.96,3,11.0,4.0,-0.0017409999999999926,0.1777799999999985,0.0,0.085483,0.005610000000000004,0.1777799999999985,0,1.5766740219600836e-05,0.00010755544430254438,0.0,-0.00040974916383915784
12157,0,0,0,0.0,23.4,23.4,2,123.87,3,10.392,3.0,-0.006420000000000092,0.17777879999999868,0.0,0.0024939999999999962,0.006420000000000092,0.1777799999999985,0,1.9819807905932947e-05,1.7605474151937006e-06,0.0,-0.0007153830818175583
13122,0,0,0,0.0,3.56,3.56,1,150.7,6,13.2,7.0,-0.004444999999999977,0.17777879999999868,0.0,0.0,0.004444999999999977,0.1777799999999985,0,1.7918545163264748e-05,0.0,0.0,-0.0004097476539888585
3584,0,322,0,32.61,57.72,57.72,1,38.76,5,23.1,6.0,-0.009328000000000017,0.6629160000000098,0.597752400000001,0.004168999999999992,0.009328000000000017,0.6629160000000098,1,3.4378686777852566e-05,1.6146832563798333e-05,-7.59466791605897e-07,-0.0008391060598046114
2632,0,0,0,0.0,14.64,14.64,1,38.62,6,10.392,6.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0037669999999999926,0.1777799999999985,0,1.5186876091014171e-05,0.0,0.0,-0.0007167258374832753
4792,0,0,0,0.0,19.42,19.42,1,60.0,4,12.5,5.0,-0.007920999999999984,-1.1999999998124622e-06,0.0,0.0,0.007920999999999984,1.1999999998124622e-06,0,2.5961203346154667e-05,0.0,0.0,4.4071306036292074e-09
7950,0,1100,0,113.82,20.0,20.0,1,94.01,6,15.01,7.0,-0.009328000000000017,0.4962492000000083,0.4310855999999994,0.004168999999999992,0.009328000000000017,0.4962492000000083,0,3.559127113072529e-05,1.5604442647603344e-05,-1.5616219933348896e-06,-0.0011437745123969742
1856956,41883,164355,1,0.0,43.44,43.44,2,487.42,5,29.0,6.0,-0.009328000000000017,0.16291560000000516,24.43733004,0.105428,0.127566,40.728885,0,0.00025454493656059437,0.00020285437652553065,0.0001346407946739615,0.0745918014614867
324,0,0,0,0.0,18.62,18.62,2,1.27,7,13.2,7.0,-0.005163999999999891,0.17777879999999868,0.0,0.0,0.005163999999999891,0.1777799999999985,1,1.9185693450513883e-05,0.0,0.0,-0.0007167254158133719
2103,0,0,0,0.0,27.96,27.96,2,19.0,4,10.392,5.0,0.04769699999999999,2.1777792000000034,0.0,0.0,0.05215900000000001,2.177780400000003,0,-0.00019800844095487828,0.0,0.0,-0.009018469413818394
19593,0,0,0,0.0,17.45,17.45,1,243.99,4,13.856,4.0,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.0037780000000000036,0.1777799999999985,0,1.5231223220560582e-05,0.0,0.0,-0.0007167258374832753
41814,0,4159,0,412.54,10.16,10.16,1,477.42,3,30.45,4.0,-0.008554999999999993,0.0,0.0,0.004169000000000006,0.008554999999999993,0.0,0,3.380964022035666e-05,1.3613072522689344e-05,-3.845705087999008e-06,0.0
37969,0,3407,0,330.3,44.64,44.64,1,407.98,11,33.0,11.0,-0.008502999999999983,0.16291560000000516,0.09774935999999812,0.004168999999999895,0.008502999999999983,0.16291560000000516,0,3.3483008516522846e-05,1.600578473675847e-05,-1.188832926525153e-05,-0.000504144442345347
41214,0,3538,0,352.08,3.72,3.72,1,505.47,4,19.8,5.0,-0.0108769999999999,0.0,0.0,0.005105999999999999,0.0108769999999999,0.0,0,3.6943051892602244e-05,1.8597278793328865e-05,1.5289614678344426e-06,0.0
2012791,0,218619,0,50.79,21.52,21.52,1,50.38,5,13.2,5.0,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.368617330784128e-05,0.0,0.0,-0.0007362054318338052
20429,0,0,0,0.0,60.39,60.39,1,111.64,6,26.6,6.0,-0.006756000000000012,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.855374779907962e-05,1.2772317144131031e-05,-8.99466111493163e-06,-0.000504144442345347
5957,0,794,0,46.17,24.4,24.4,1,50.71,6,15.0,6.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5110722355305984e-05,0.0,0.0,-0.0007362054318338052
6047,0,0,0,0.0,17.13,17.13,1,86.43,4,10.392,5.0,-0.003044999999999992,1.6777787999999987,0.0,0.0,0.004461999999999994,1.6777799999999985,0,1.6195218807384483e-05,0.0,0.0,-0.0021236721448489003
1938393,0,312684,0,513.03,11.95,11.95,1,279.26,3,13.85,4.0,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.0044620000000000215,0.1777799999999985,0,1.586182376011671e-05,0.0,0.0,-0.0005528257067504927
9141,0,1592,0,74.39,29.5,29.5,1,30.9,4,13.856,5.0,-0.043550000000000005,-1.4940011999999996,0.0,0.085483,0.05205799999999999,1.6777799999999985,0,0.00015701058708843732,-0.00010820142294700411,0.0,0.001554969972266515
4259,0,0,0,0.0,14.64,14.64,1,64.34,4,10.392,4.0,-0.0013419999999998988,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,5.068479796872574e-06,0.0,0.0,-0.0007362058535037087
12199,0,0,0,0.0,23.4,23.4,1,156.21,5,10.392,5.0,-0.002031000000000005,-1.1999999998124622e-06,0.0,0.085483,0.005601999999999996,1.1999999998124622e-06,0,7.890063552757862e-06,6.944270427942054e-05,0.0,2.7385873298272033e-09
13859,0,0,0,0.0,30.22,30.22,1,0.88,5,13.2,5.0,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0045469999999999955,0.17777879999999868,0,1.8251841972024675e-05,0.0,0.0,-0.0005501388079890537
110534,0,7546,0,272.68,32.1,32.1,1,416.74,4,26.61,4.0,-0.007793999999999995,0.16291560000000516,0.09774935999999812,0.004168999999999992,0.008161000000000002,0.16291560000000516,0,3.155369112301726e-05,1.213967626633214e-05,-1.0950699382608778e-05,-0.0005983252722340383
79090,0,3319,0,201.4,12.36,12.36,1,311.76,6,19.8,7.0,-0.008961999999999998,0.16291560000000516,0.09775199999999984,0.005318000000000003,0.00929400000000001,0.16291560000000516,0,3.6372622439186595e-05,1.6946868080797393e-05,-6.161069590647304e-06,-0.0006007887267533898
5162,0,0,0,0.0,24.33,24.33,1,80.3,5,13.86,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
88178,0,6094,0,611.08,32.88,32.88,1,719.37,6,33.0,6.0,-0.006195999999999993,0.16291560000000516,0.09774935999999812,0.004168999999999992,0.008160999999999988,0.16291560000000516,1,2.8417101812878274e-05,1.2553623111742515e-05,-7.851999909318301e-06,-0.00037179883171744763
22333,0,2237,0,226.86,9.93,9.93,1,234.39,5,52.5,6.0,-0.009830999999999993,0.0,0.0,0.0047490000000001,0.009830999999999993,0.0,0,3.6411335968140455e-05,1.8066828634258323e-05,9.985113087636686e-07,0.0
31653,0,124,0,12.19,108.9,108.9,1,10.32,5,48.0,5.0,-0.006756000000000012,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.855374779907962e-05,1.2772317144131031e-05,-8.99466111493163e-06,-0.000504144442345347
463646,0,40551,0,0.0,11.04,11.04,1,372.55,3,33.0,3.0,-0.007016000000000008,0.16291560000000516,0.09775199999999984,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.934101608844491e-05,7.9948802623724e-06,-9.375494026343011e-06,-0.0005066099780097099
10602,0,951,0,98.66,36.22,36.22,1,137.56,4,20.0,4.0,-0.006756000000000012,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.855374779907962e-05,1.2772317144131031e-05,-8.99466111493163e-06,-0.000504144442345347
21553,0,0,0,0.0,19.28,19.28,1,301.91,3,10.392,3.0,-0.003400999999999904,0.17777879999999868,0.0,0.0,0.004461999999999994,0.17777879999999868,1,1.4092170390913339e-05,0.0,0.0,-0.0006529119918990968
348859,0,53135,0,218.34,4.46,4.46,1,364.43,5,100.0,6.0,-0.008161000000000002,3.600000006542814e-06,2.640000001719045e-06,0.004168999999999992,0.008161000000000002,3.600000006542814e-06,0,3.29015385661712e-05,1.6807562098072227e-05,2.1770409050033022e-07,-1.4486401549780841e-08
7314,0,1542,0,226.96,27.69,27.69,1,111.5,4,15.0,4.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.17777879999999868,0,1.5192128072787149e-05,0.0,0.0,-0.0007153819664326523
1129316,0,79977,0,117.71,2.46,2.46,1,172.91,4,19.72,5.0,-0.008160999999999904,3.600000006542814e-06,2.640000001719045e-06,0.004169000000000006,0.008160999999999904,3.600000006542814e-06,1,3.290153856617081e-05,1.6807562098072284e-05,2.1770409050033022e-07,-1.4486401549780841e-08
11399,0,1105,0,206.39,37.56,37.56,1,864.94,5,12.5,5.0,-0.0007260000000000044,-1.1999999998124622e-06,0.0,0.0,0.004461999999999994,1.1999999998124622e-06,0,9.46267314537032e-06,0.0,0.0,4.828800507062867e-09
162691,0,18860,0,836.8,16.32,16.32,1,677.58,5,16.4,6.0,-0.007849999999999982,3.600000006542814e-06,2.640000001719045e-06,0.004169000000000006,0.008160999999999988,3.600000006542814e-06,0,3.2510235696851026e-05,1.643261594033146e-05,-2.42327572526494e-06,-1.4486401549780841e-08
158223,188601,17754,1,940.24,35.81,35.81,3,580.06,6,40.0,6.0,-0.008497000000000005,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008497000000000005,0.16291560000000516,0,3.413553513538024e-05,1.4721520278695118e-05,-8.365182761408867e-06,-0.0005983252722340383
84410,186857,7891,1,302.49,0.7999999999999989,0.7999999999999989,4,396.63,4,17.25,5.0,-0.005259,0.0,0.0,0.004168999999999992,0.008160999999999988,0.0,0,2.9228287400533482e-05,1.3134310932434544e-05,-3.4555470751373536e-06,0.0
2887,0,0,0,0.0,34.68,34.68,1,49.0,3,13.856,4.0,-0.005149999999999988,-1.1999999998124622e-06,0.0,0.0,0.005149999999999988,1.1999999998124622e-06,0,1.8854455872017865e-05,0.0,0.0,4.4071306036292074e-09
8647,0,829,0,37.53,51.96,51.96,1,45.47,6,20.785,6.0,-0.006694999999999993,3.600000006542814e-06,2.640000001719045e-06,0.004168999999999992,0.008161000000000015,3.600000006542814e-06,0,3.105700478345969e-05,1.4979385026939996e-05,-3.877764847239119e-06,-1.4908071454046763e-08
10,0,0,0,0.0,21.52,21.52,1,0.16,5,13.2,5.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5110722355305984e-05,0.0,0.0,-0.0007362058535037087
5682,0,0,0,0.0,23.76,23.76,1,82.52,5,10.392,5.0,-0.002818000000000015,0.17777879999999868,0.0,0.0,0.0044619999999999105,0.17777879999999868,0,1.290142899245071e-05,0.0,0.0,-0.0005501388079890537
1017579,187578,120936,1,11.86,47.0,47.0,2,14.59,5,29.7,5.0,-0.007801000000000002,0.16291560000000516,0.09775199999999984,0.004168999999999909,0.008161000000000002,0.16291560000000516,0,3.141073142347599e-05,1.1569031443879388e-05,-1.2346487217658737e-05,-0.0006746544120425504
16605,227049,2000,1,200.09,24.72,24.72,2,183.25,6,16.5,6.0,-0.006191999999999989,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008160999999999988,0.16291560000000516,0,2.840797318844408e-05,1.2546776643416893e-05,-7.863410689861043e-06,-0.00037179883171744763
2502,0,0,0,0.0,22.52,22.52,1,35.96,4,13.856,4.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5110722355305984e-05,0.0,0.0,-0.0007362058535037087
92718,0,7895,1,735.06,14.94,14.94,2,848.79,6,55.0,7.0,-0.010090999999999989,0.16291560000000516,0.09775199999999984,0.005640000000000006,0.010090999999999989,0.16291560000000516,0,3.8903117939107194e-05,2.1381822853299706e-05,-9.701732776148875e-07,-0.0005066099780097099
597,0,0,0,0.0,20.54,20.54,1,20.73,6,10.392,7.0,-0.008664000000000005,-1.1999999998124622e-06,0.0,0.004805000000000004,0.008664000000000005,1.1999999998124622e-06,0,3.12084998979831e-05,1.5635969651857856e-05,0.0,4.828800507062867e-09
64516,21201,3764,1,376.57,22.44,22.44,2,530.16,3,15.001,3.0,-0.006108000000000002,0.0,0.0,0.005031999999999995,0.00900999999999999,0.0,1,2.8905963077434508e-05,1.2855309791356496e-05,-9.335616748910174e-06,0.0
67923,14693,4898,1,469.1,19.92,19.92,2,571.66,3,20.0,3.0,-0.006461000000000092,3.600000006542814e-06,2.640000001719045e-06,0.004169000000000006,0.008161000000000099,3.600000006542814e-06,0,3.076258397503269e-05,1.4687480635678735e-05,-4.1684110299174145e-06,-1.4486401549780841e-08
6383,0,1116,0,163.87,34.68,34.68,1,101.81,6,13.856,7.0,-0.006297999999999998,-1.1999999998124622e-06,0.0,0.0,0.006297999999999998,1.1999999998124622e-06,0,2.3087961248687013e-05,0.0,0.0,4.4071306036292074e-09
7042,0,0,0,0.0,22.89,22.89,1,102.08,4,13.856,5.0,-0.003044999999999992,1.6777787999999987,0.0,0.0,0.004461999999999994,1.6777799999999985,0,1.6195218807384483e-05,0.0,0.0,-0.0021236714511338978
19704,45795,1466,1,147.9,60.84,60.84,3,66.87,5,25.0,6.0,-0.006418000000000007,3.600000006542814e-06,2.640000001719045e-06,0.004153000000000004,0.008129000000000108,3.600000006542814e-06,0,2.882897053600462e-05,1.276262175907384e-05,-3.7996085573297203e-06,-1.4486401549780841e-08
15803,0,0,0,0.0,37.56,37.56,1,45.07,6,15.0,7.0,-0.002818000000000015,0.17777879999999868,0.0,0.0,0.0038620000000000043,0.1777799999999985,0,1.4256304267329684e-05,0.0,0.0,-0.0007167265311982776
10930,0,3227,0,217.04,14.57,14.57,1,59.82,7,10.35,7.0,-0.0024109999999999965,0.17777879999999868,0.0,0.002815000000000012,0.0024109999999999965,0.1777799999999985,0,9.720084485116851e-06,-1.1348833606637949e-05,0.0,-0.0007167254158133719
15150,0,4700,0,494.42,29.76,29.76,1,134.5,3,14.49,3.0,-0.0035210000000001074,0.17777879999999868,0.0,0.0024300000000000016,0.004628000000000104,0.17777879999999868,0,1.5232420974677563e-05,-4.483903998307265e-06,0.0,-0.0005501388079890537
3251,0,0,0,0.0,10.08,10.08,1,47.33,5,10.392,6.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.582761786731753e-05,0.0,0.0,-0.0005528257067504927
4077,0,668,0,96.52,15.5,15.5,1,59.37,6,11.0,6.0,-0.006669000000000008,0.17777879999999868,0.0,0.0,0.006669000000000008,0.1777799999999985,0,2.41699639540244e-05,0.0,0.0,-0.0007167254158133719
16163,0,1474,0,155.19,12.9,12.9,1,181.75,6,20.7,7.0,-0.007801000000000002,0.16291560000000516,24.43733004,0.004169000000000006,0.008161000000000002,3.7009605600000057,0,3.1573958482895175e-05,1.2142593194338456e-05,-1.0970845833553729e-05,0.0006996976750723373
51558,0,0,0,0.0,4.83,4.83,2,122.17,3,10.35,4.0,-0.006187999999999999,0.17777879999999868,0.0,0.003726999999999994,0.006852999999999998,0.1777799999999985,1,2.2901005811185578e-05,1.0947824017048138e-05,0.0,-0.0007153830818175583
1750,0,64,0,6.08,37.39,37.39,1,21.87,4,16.5,4.0,-0.006756000000000012,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.855374779907962e-05,1.2772317144131031e-05,-8.99466111493163e-06,-0.000504144442345347
51774,0,4095,0,406.53,23.66,23.66,1,544.49,4,26.4,4.0,-0.008497000000000005,0.16291560000000516,0.09774935999999812,0.004607,0.008497000000000005,0.16291560000000516,0,3.394129493467131e-05,1.8162958792724302e-05,-3.6071139793396955e-06,-0.000504144442345347
38268,0,3598,0,234.18,23.99,23.99,1,295.02,5,50.0,6.0,-0.008961999999999998,0.16291560000000516,0.09775199999999984,0.005318000000000003,0.00929400000000001,0.16291560000000516,0,3.643689687223705e-05,1.7543459204570356e-05,-4.53257740060868e-06,-0.0005066099780097099
84527,0,5925,0,325.09,25.44,25.44,1,428.99,4,21.04,4.0,-0.008298,0.0,0.0,0.004472000000000004,0.009458999999999995,0.0,1,3.407585524178008e-05,1.4327632980933902e-05,-9.232836599133979e-06,0.0
8345,0,0,0,0.0,27.52,27.52,1,112.04,6,13.3,6.0,-0.0004880000000000162,0.17777879999999868,0.0,0.0,0.0044620000000000215,0.17777879999999868,0,3.393860848931912e-06,0.0,0.0,-0.0006529119918990968
1540,43,21,1,1.83,42.48,42.48,2,2.43,6,17.0,6.0,-0.009528000000000009,0.16291560000000516,0.09774935999999812,0.004630999999999996,0.009528000000000009,0.16291560000000516,1,3.792199484625677e-05,1.850430738073466e-05,-4.582395659369324e-06,-0.0005983252722340383
1644,0,0,0,0.0,48.6,48.6,1,27.83,4,13.856,4.0,-0.004461999999999994,-1.1999999998124622e-06,0.0,0.0,0.004461999999999994,1.1999999998124622e-06,0,1.7988808366898133e-05,0.0,0.0,4.4071306036292074e-09
4527,0,0,0,0.0,21.48,21.48,1,63.75,4,10.392,4.0,-0.003398000000000012,0.17777879999999868,0.0,0.0,0.0044619999999999105,0.1777799999999985,0,1.2663899615358462e-05,0.0,0.0,-0.0006529126856140993
3875,0,0,0,0.0,17.62,17.62,1,53.89,6,12.5,6.0,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0034229999999998983,0.1777799999999985,0,1.3800020403382016e-05,0.0,0.0,-0.0007167254158133719
8011,0,911,0,89.44,37.39,37.39,1,87.02,6,16.5,6.0,-0.006191999999999989,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008160999999999988,0.16291560000000516,0,2.680844246623991e-05,1.1030106324292872e-05,-1.0739966447771134e-05,-0.000504144442345347
6569,0,1114,0,163.2,26.04,26.04,1,94.42,4,10.392,5.0,-0.003987000000000102,-1.1999999998124622e-06,0.0,0.0,0.005031000000000091,1.1999999998124622e-06,0,1.8444616151922366e-05,0.0,0.0,4.828800507062867e-09
1175,0,177,0,26.26,26.04,26.04,1,16.97,6,10.392,6.0,-0.0045469999999999955,0.17777879999999868,0.0,0.085483,0.007099999999999995,0.1777799999999985,0,1.693278596851832e-05,1.0012668989125754e-05,0.0,-0.0005528245913655869
8369,0,936,0,136.14,34.68,34.68,1,121.33,5,13.84,6.0,-0.0045580000000000065,-1.1999999998124622e-06,0.0,0.085483,0.006186999999999998,1.1999999998124622e-06,0,1.8859568052837204e-05,-0.00014696014161458767,0.0,4.4071306036292074e-09
15295,0,1807,0,140.32,31.32,31.32,1,156.02,4,17.320999999999998,4.0,-0.006756000000000012,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.855374779907962e-05,1.2772317144131031e-05,-8.99466111493163e-06,-0.000504144442345347
18262,0,1513,0,110.9,32.48,32.48,1,159.02,4,20.0,4.0,-0.006053000000000086,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000085,0.16291560000000516,0,2.5159679137919656e-05,5.7456642812342e-06,-1.7344711367706727e-05,-0.0005983252722340383
7921,0,2037,0,298.7,18.62,18.62,1,108.67,7,13.2,7.0,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0034229999999998983,0.1777799999999985,0,1.3800020403382016e-05,0.0,0.0,-0.0007167254158133719
52988,24114,9573,1,797.2,10.84,10.84,2,362.56,4,12.5,5.0,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.0044620000000000215,0.1777799999999985,0,1.641230701800792e-05,0.0,0.0,-0.00040974723231895505
1616,0,0,0,0.0,10.03,10.03,1,21.2,6,10.35,7.0,-0.0024109999999999965,0.17777879999999868,0.0,0.0035680000000000017,0.024175000000000002,0.1777799999999985,0,2.6448043164489027e-05,-5.276057764242739e-06,0.0,-0.00040974723231895505
916711,0,66423,0,0.0,19.2,19.2,1,107.14,6,10.392,6.0,-0.0045580000000000065,-1.1999999998124622e-06,0.0,0.085483,0.005216999999999999,0.1777799999999985,0,1.6292644958475352e-05,-0.00010820142294700411,0.0,-0.0004903541951621279
2274,0,391,0,57.66,30.98,30.98,1,35.18,3,15.0,3.0,-0.005532999999999982,0.17777879999999868,0.0,0.0,0.005532999999999982,0.17777879999999868,0,2.192217243125187e-05,0.0,0.0,-0.0006529119918990968
5759,0,365,0,0.0,18.99,18.99,1,70.63,6,11.504,7.0,-0.0014959999999999973,1.6777787999999987,0.0,0.0020509999999999973,0.004627999999999993,1.6777799999999985,0,1.3447219472383604e-05,-1.9276662308907214e-07,0.0,-0.0024514726783595644
50538,0,4168,0,422.0,18.96,18.96,1,447.52,6,19.0,6.0,-0.010181999999999983,0.16291560000000516,0.09774935999999812,0.005221000000000003,0.010990999999999987,0.16291560000000516,0,3.46373903318194e-05,1.652566292100867e-05,-4.360701574083169e-06,-0.00037179883171744763
2769,0,0,0,0.0,18.12,18.12,1,52.79,4,10.4,4.0,-0.003044999999999992,1.6777787999999987,0.0,0.0,0.004461999999999994,1.6777799999999985,0,1.6195218807384483e-05,0.0,0.0,-0.0021236710294639948
