date,close,day_prev_close,trend_3_day
2021-02-17,128.9311065673828,131.246826171875,-1
2021-02-18,127.8176040649414,128.9311065673828,-1
2021-02-19,127.9752426147461,127.8176040649414,-1
2021-02-22,124.1617202758789,127.9752426147461,-1
2021-02-23,124.02376556396484,124.1617202758789,-1
2021-02-24,123.52119445800781,124.02376556396484,-1
2021-02-25,119.22480010986328,123.52119445800781,-1
2021-02-26,119.49087524414062,119.22480010986328,-1
2021-03-01,125.92560577392578,119.49087524414062,-1
2021-03-02,123.29454803466797,125.92560577392578,1
2021-03-03,120.2791976928711,123.29454803466797,1
2021-03-04,118.37735748291016,120.2791976928711,-1
2021-03-05,119.64852905273438,118.37735748291016,-1
2021-03-08,114.66236114501953,119.64852905273438,-1
2021-03-09,119.3233413696289,114.66236114501953,-1
2021-03-10,118.22954559326172,119.3233413696289,1
2021-03-11,120.18064880371094,118.22954559326172,-1
2021-03-12,119.26419830322266,120.18064880371094,1
2021-03-15,122.18103790283203,119.26419830322266,-1
2021-03-16,123.73799896240234,122.18103790283203,1
2021-03-17,122.93980407714844,123.73799896240234,1
2021-03-18,118.77152252197266,122.93980407714844,1
2021-03-19,118.23938751220703,118.77152252197266,-1
2021-03-22,121.58979797363281,118.23938751220703,-1
2021-03-23,120.752197265625,121.58979797363281,-1
2021-03-24,118.33793640136719,120.752197265625,-1
2021-03-25,118.83064270019531,118.33793640136719,-1
2021-03-26,119.44159698486328,118.83064270019531,-1
2021-03-29,119.61897277832031,119.44159698486328,1
2021-03-30,118.15071868896484,119.61897277832031,1
2021-03-31,120.36788940429688,118.15071868896484,1
2021-04-01,121.20548248291016,120.36788940429688,1
2021-04-05,124.06317901611328,121.20548248291016,1
2021-04-06,124.36865234375,124.06317901611328,1
2021-04-07,126.03398132324219,124.36865234375,1
2021-04-08,128.45809936523438,126.03398132324219,1
2021-04-09,131.05958557128906,128.45809936523438,1
2021-04-12,129.32525634765625,131.05958557128906,1
2021-04-13,132.46868896484375,129.32525634765625,1
2021-04-14,130.10372924804688,132.46868896484375,1
2021-04-15,132.53770446777344,130.10372924804688,-1
2021-04-16,132.20265197753906,132.53770446777344,1
2021-04-19,132.87271118164062,132.20265197753906,-1
2021-04-20,131.16798400878906,132.87271118164062,1
2021-04-21,131.55226135253906,131.16798400878906,-1
2021-04-22,130.0150604248047,131.55226135253906,1
2021-04-23,132.36032104492188,130.0150604248047,-1
2021-04-26,132.75448608398438,132.36032104492188,1
2021-04-27,132.4293212890625,132.75448608398438,1
2021-04-28,131.63113403320312,132.4293212890625,1
2021-04-29,131.53256225585938,131.63113403320312,-1
2021-04-30,129.54208374023438,131.53256225585938,-1
2021-05-03,130.60629272460938,129.54208374023438,-1
2021-05-04,125.9847183227539,130.60629272460938,-1
2021-05-05,126.2310791015625,125.9847183227539,-1
2021-05-06,127.84716796875,126.2310791015625,1
2021-05-07,128.52822875976562,127.84716796875,1
2021-05-10,125.21162414550781,128.52822875976562,1
2021-05-11,124.28376770019531,125.21162414550781,1
2021-05-12,121.184326171875,124.28376770019531,-1
2021-05-13,123.35591125488281,121.184326171875,-1
2021-05-14,125.80388641357422,123.35591125488281,-1
2021-05-17,124.63912963867188,125.80388641357422,1
2021-05-18,123.23746490478516,124.63912963867188,1
2021-05-19,123.07954406738281,123.23746490478516,-1
2021-05-20,125.66567993164062,123.07954406738281,-1
2021-05-21,123.80998229980469,125.66567993164062,-1
2021-05-24,125.45841217041016,123.80998229980469,-1
2021-05-25,125.26100158691406,125.45841217041016,1
2021-05-26,125.21162414550781,125.26100158691406,-1
2021-05-27,123.66191101074219,125.21162414550781,-1
2021-05-28,123.00056457519531,123.66191101074219,-1
2021-06-01,122.6748275756836,123.00056457519531,-1
2021-06-02,123.44476318359375,122.6748275756836,-1
2021-06-03,121.94438934326172,123.44476318359375,-1
2021-06-04,124.2640380859375,121.94438934326172,-1
2021-06-07,124.2739028930664,124.2640380859375,1
2021-06-08,125.1030502319336,124.2739028930664,1
2021-06-09,125.4880142211914,125.1030502319336,1
2021-06-10,124.48118591308594,125.4880142211914,1
2021-06-11,125.70516204833984,124.48118591308594,1
2021-06-14,128.7947540283203,125.70516204833984,1
2021-06-15,127.96558380126953,128.7947540283203,1
2021-06-16,128.468994140625,127.96558380126953,1
2021-06-17,130.08779907226562,128.468994140625,1
2021-06-18,128.77499389648438,130.08779907226562,1
2021-06-21,130.59124755859375,128.77499389648438,1
2021-06-22,132.2495574951172,130.59124755859375,1
2021-06-23,131.97315979003906,132.2495574951172,1
2021-06-24,131.68690490722656,131.97315979003906,1
2021-06-25,131.39077758789062,131.68690490722656,-1
2021-06-28,133.03921508789062,131.39077758789062,-1
2021-06-29,134.5692138671875,133.03921508789062,-1
2021-06-30,135.19105529785156,134.5692138671875,1
2021-07-01,135.49705505371094,135.19105529785156,1
2021-07-02,138.1522979736328,135.49705505371094,1
2021-07-06,140.18569946289062,138.1522979736328,1
2021-07-07,142.7028045654297,140.18569946289062,1
2021-07-08,141.3899383544922,142.7028045654297,1
2021-07-09,143.2357940673828,141.3899383544922,1
2021-07-12,142.6336669921875,143.2357940673828,1
2021-07-13,143.7589569091797,142.6336669921875,-1
2021-07-14,147.22357177734375,143.7589569091797,1
2021-07-15,146.562255859375,147.22357177734375,1
2021-07-16,144.49928283691406,146.562255859375,1
2021-07-19,140.6101531982422,144.49928283691406,-1
2021-07-20,144.26239013671875,140.6101531982422,-1
2021-07-21,143.5220489501953,144.26239013671875,-1
2021-07-22,144.90394592285156,143.5220489501953,-1
2021-07-23,146.64120483398438,144.90394592285156,1
2021-07-26,147.06568908691406,146.64120483398438,1
2021-07-27,144.8743438720703,147.06568908691406,1
2021-07-28,143.1074676513672,144.8743438720703,1
2021-07-29,143.7589569091797,143.1074676513672,-1
2021-07-30,143.97608947753906,143.7589569091797,-1
2021-08-02,143.64048767089844,143.97608947753906,1
2021-08-03,145.4567108154297,143.64048767089844,1
2021-08-04,145.05201721191406,145.4567108154297,1
2021-08-05,145.1605987548828,145.05201721191406,-1
2021-08-06,144.4686279296875,145.1605987548828,1
2021-08-09,144.419189453125,144.4686279296875,-1
2021-08-10,143.93478393554688,144.419189453125,-1
2021-08-11,144.19180297851562,143.93478393554688,-1
2021-08-12,147.1871795654297,144.19180297851562,-1
2021-08-13,147.394775390625,147.1871795654297,1
2021-08-16,149.39166259765625,147.394775390625,1
2021-08-17,148.47232055664062,149.39166259765625,1
2021-08-18,144.6860809326172,148.47232055664062,1
2021-08-19,145.022216796875,144.6860809326172,-1
2021-08-20,146.49517822265625,145.022216796875,-1
2021-08-23,147.99778747558594,146.49517822265625,1
2021-08-24,147.90879821777344,147.99778747558594,1
2021-08-25,146.6632080078125,147.90879821777344,1
2021-08-26,145.8525848388672,146.6632080078125,-1
2021-08-27,146.90048217773438,145.8525848388672,-1
2021-08-30,151.36878967285156,146.90048217773438,-1
2021-08-31,150.0935516357422,151.36878967285156,1
2021-09-01,150.7657470703125,150.0935516357422,1
2021-09-02,151.89273071289062,150.7657470703125,1
2021-09-03,152.53529357910156,151.89273071289062,1
2021-09-07,154.89796447753906,152.53529357910156,1
2021-09-08,153.33602905273438,154.89796447753906,1
2021-09-09,152.3079071044922,153.33602905273438,1
2021-09-10,147.26626586914062,152.3079071044922,-1
2021-09-13,147.83961486816406,147.26626586914062,-1
2021-09-14,146.42596435546875,147.83961486816406,-1
2021-09-15,147.3255615234375,146.42596435546875,-1
2021-09-16,147.08828735351562,147.3255615234375,1
2021-09-17,144.3895263671875,147.08828735351562,-1
2021-09-20,141.3052520751953,144.3895263671875,-1
2021-09-21,141.78958129882812,141.3052520751953,-1
2021-09-22,144.1819305419922,141.78958129882812,-1
2021-09-23,145.15072631835938,144.1819305419922,1
2021-09-24,145.2397003173828,145.15072631835938,1
2021-09-27,143.7073974609375,145.2397003173828,1
2021-09-28,140.28697204589844,143.7073974609375,1
2021-09-29,141.1964569091797,140.28697204589844,-1
2021-09-30,139.88169860839844,141.1964569091797,-1
2021-10-01,141.01853942871094,139.88169860839844,-1
2021-10-04,137.5486602783203,141.01853942871094,1
2021-10-05,139.49615478515625,137.5486602783203,-1
2021-10-06,140.37594604492188,139.49615478515625,1
2021-10-07,141.6511993408203,140.37594604492188,1
2021-10-08,141.26565551757812,141.6511993408203,1
2021-10-11,141.1767120361328,141.26565551757812,1
2021-10-12,139.89157104492188,141.1767120361328,-1
2021-10-13,139.2984161376953,139.89157104492188,-1
2021-10-14,142.11582946777344,139.2984161376953,-1
2021-10-15,143.18348693847656,142.11582946777344,-1
2021-10-18,144.87391662597656,143.18348693847656,1
2021-10-19,147.0586395263672,144.87391662597656,1
2021-10-20,147.55294799804688,147.0586395263672,1
2021-10-21,147.77041625976562,147.55294799804688,1
2021-10-22,146.98944091796875,147.77041625976562,1
2021-10-25,146.9400177001953,146.98944091796875,1
2021-10-26,147.61224365234375,146.9400177001953,-1
2021-10-27,147.14764404296875,147.61224365234375,-1
2021-10-28,150.8250732421875,147.14764404296875,-1
2021-10-29,148.0867462158203,150.8250732421875,1
2021-11-01,147.2563934326172,148.0867462158203,-1
2021-11-02,148.3042449951172,147.2563934326172,-1
2021-11-03,149.75743103027344,148.3042449951172,-1
2021-11-04,149.23348999023438,149.75743103027344,1
2021-11-05,149.76809692382812,149.23348999023438,1
2021-11-08,148.93649291992188,149.76809692382812,1
2021-11-09,149.30276489257812,148.93649291992188,-1
2021-11-10,146.44168090820312,149.30276489257812,1
2021-11-11,146.3921661376953,146.44168090820312,-1
2021-11-12,148.49098205566406,146.3921661376953,-1
2021-11-15,148.50088500976562,148.49098205566406,-1
2021-11-16,149.4908905029297,148.50088500976562,1
2021-11-17,151.9560089111328,149.4908905029297,1
2021-11-18,156.292236328125,151.9560089111328,1
2021-11-19,158.94544982910156,156.292236328125,1
2021-11-22,159.4107666015625,158.94544982910156,1
2021-11-23,159.796875,159.4107666015625,1
2021-11-24,160.32156372070312,159.796875,1
2021-11-26,155.24281311035156,160.32156372070312,1
2021-11-29,158.6385498046875,155.24281311035156,1
2021-11-30,163.64796447753906,158.6385498046875,1
2021-12-01,163.12326049804688,163.64796447753906,1
2021-12-02,162.12335205078125,163.12326049804688,1
2021-12-03,160.22256469726562,162.12335205078125,-1
2021-12-06,163.6677703857422,160.22256469726562,-1
2021-12-07,169.4691925048828,163.6677703857422,-1
2021-12-08,173.33023071289062,169.4691925048828,1
2021-12-09,172.81541442871094,173.33023071289062,1
2021-12-10,177.65655517578125,172.81541442871094,1
2021-12-13,173.98365783691406,177.65655517578125,1
2021-12-14,172.58770751953125,173.98365783691406,-1
2021-12-15,177.50807189941406,172.58770751953125,-1
2021-12-16,170.53839111328125,177.50807189941406,-1
2021-12-17,169.42959594726562,170.53839111328125,-1
2021-12-20,168.05349731445312,169.42959594726562,-1
2021-12-21,171.26113891601562,168.05349731445312,-1
2021-12-22,173.8846435546875,171.26113891601562,-1
2021-12-23,174.5182342529297,173.8846435546875,1
2021-12-27,178.52777099609375,174.5182342529297,1
2021-12-28,177.49813842773438,178.52777099609375,1
2021-12-29,177.58726501464844,177.49813842773438,1
2021-12-30,176.41905212402344,177.58726501464844,1
2021-12-31,175.79534912109375,176.41905212402344,-1
2022-01-03,180.19097900390625,175.79534912109375,-1
2022-01-04,177.904052734375,180.19097900390625,-1
2022-01-05,173.1718292236328,177.904052734375,-1
2022-01-06,170.28102111816406,173.1718292236328,-1
2022-01-07,170.44931030273438,170.28102111816406,-1
2022-01-10,170.4691162109375,170.44931030273438,-1
2022-01-11,173.33023071289062,170.4691162109375,1
2022-01-12,173.77572631835938,173.33023071289062,1
2022-01-13,170.4691162109375,173.77572631835938,1
2022-01-14,171.34034729003906,170.4691162109375,1
2022-01-18,168.10299682617188,171.34034729003906,1
2022-01-19,164.56866455078125,168.10299682617188,-1
2022-01-20,162.86587524414062,164.56866455078125,-1
2022-01-21,160.786865234375,162.86587524414062,-1
2022-01-24,160.0047607421875,160.786865234375,-1
2022-01-25,158.1831512451172,160.0047607421875,-1
2022-01-26,158.0940399169922,158.1831512451172,-1
2022-01-27,157.62872314453125,158.0940399169922,-1
2022-01-28,168.62771606445312,157.62872314453125,-1
2022-01-31,173.03323364257812,168.62771606445312,-1
2022-02-01,172.86492919921875,173.03323364257812,1
2022-02-02,174.0826416015625,172.86492919921875,1
2022-02-03,171.17201232910156,174.0826416015625,1
2022-02-04,170.88458251953125,171.17201232910156,-1
2022-02-07,170.16094970703125,170.88458251953125,-1
2022-02-08,173.30325317382812,170.16094970703125,-1
2022-02-09,174.74058532714844,173.30325317382812,-1
2022-02-10,170.61691284179688,174.74058532714844,1
2022-02-11,167.1673126220703,170.61691284179688,1
2022-02-14,167.4052276611328,167.1673126220703,-1
2022-02-15,171.28103637695312,167.4052276611328,-1
2022-02-16,171.04315185546875,171.28103637695312,1
2022-02-17,167.4052276611328,171.04315185546875,1
2022-02-18,165.83900451660156,167.4052276611328,-1
2022-02-22,162.88502502441406,165.83900451660156,-1
2022-02-23,158.6721649169922,162.88502502441406,-1
2022-02-24,161.31881713867188,158.6721649169922,-1
2022-02-25,163.410400390625,161.31881713867188,-1
2022-02-28,163.6780548095703,163.410400390625,1
2022-03-01,161.77479553222656,163.6780548095703,1
2022-03-02,165.10546875,161.77479553222656,1
2022-03-03,164.77833557128906,165.10546875,1
2022-03-04,161.7450714111328,164.77833557128906,-1
2022-03-07,157.90887451171875,161.7450714111328,-1
2022-03-08,156.06512451171875,157.90887451171875,-1
2022-03-09,161.5269775390625,156.06512451171875,-1
2022-03-10,157.1356964111328,161.5269775390625,-1
2022-03-11,153.3787841796875,157.1356964111328,-1
2022-03-14,149.30467224121094,153.3787841796875,-1
2022-03-15,153.7356414794922,149.30467224121094,-1
2022-03-16,158.1963348388672,153.7356414794922,-1
2022-03-17,159.2173309326172,158.1963348388672,1
2022-03-18,162.54800415039062,159.2173309326172,1
2022-03-21,163.93577575683594,162.54800415039062,1
2022-03-22,167.34573364257812,163.93577575683594,1
2022-03-23,168.72360229492188,167.34573364257812,1
2022-03-24,172.54989624023438,168.72360229492188,1
2022-03-25,173.1942138671875,172.54989624023438,1
2022-03-28,174.0665283203125,173.1942138671875,1
2022-03-29,177.39718627929688,174.0665283203125,1
2022-03-30,176.21759033203125,177.39718627929688,1
2022-03-31,173.08517456054688,176.21759033203125,1
2022-04-01,172.78778076171875,173.08517456054688,-1
2022-04-04,176.88174438476562,172.78778076171875,-1
2022-04-05,173.53123474121094,176.88174438476562,-1
2022-04-06,170.32943725585938,173.53123474121094,-1
2022-04-07,170.63674926757812,170.32943725585938,-1
2022-04-08,168.60464477539062,170.63674926757812,-1
2022-04-11,164.30252075195312,168.60464477539062,-1
2022-04-12,166.19586181640625,164.30252075195312,-1
2022-04-13,168.91192626953125,166.19586181640625,-1
2022-04-14,163.84654235839844,168.91192626953125,1
2022-04-18,163.6284942626953,163.84654235839844,1
2022-04-19,165.9381103515625,163.6284942626953,-1
2022-04-20,165.76962280273438,165.9381103515625,-1
2022-04-21,164.96669006347656,165.76962280273438,-1
2022-04-22,160.37710571289062,164.96669006347656,-1
2022-04-25,161.45761108398438,160.37710571289062,-1
2022-04-26,155.43069458007812,161.45761108398438,-1
2022-04-27,155.20272827148438,155.43069458007812,-1
2022-04-28,162.21096801757812,155.20272827148438,-1
2022-04-29,156.2732696533203,162.21096801757812,-1
2022-05-02,156.58058166503906,156.2732696533203,-1
2022-05-03,158.0872802734375,156.58058166503906,1
2022-05-04,164.5701904296875,158.0872802734375,1
2022-05-05,155.40098571777344,164.5701904296875,1
2022-05-06,156.1355743408203,155.40098571777344,1
2022-05-09,150.95355224609375,156.1355743408203,1
2022-05-10,153.38572692871094,150.95355224609375,-1
2022-05-11,145.4340057373047,153.38572692871094,1
2022-05-12,141.52268981933594,145.4340057373047,-1
2022-05-13,146.03958129882812,141.52268981933594,-1
2022-05-16,144.4810028076172,146.03958129882812,-1
2022-05-17,148.15408325195312,144.4810028076172,-1
2022-05-18,139.79534912109375,148.15408325195312,1
2022-05-19,136.3505859375,139.79534912109375,-1
2022-05-20,136.58885192871094,136.3505859375,-1
2022-05-23,142.0686798095703,136.58885192871094,-1
2022-05-24,139.33868408203125,142.0686798095703,1
2022-05-25,139.49752807617188,139.33868408203125,1
2022-05-26,142.7338104248047,139.49752807617188,1
2022-05-27,148.55116271972656,142.7338104248047,1
2022-05-31,147.7570037841797,148.55116271972656,1
2022-06-01,147.6279296875,147.7570037841797,1
2022-06-02,150.10975646972656,147.6279296875,-1
2022-06-03,144.32217407226562,150.10975646972656,-1
2022-06-06,145.07664489746094,144.32217407226562,-1
2022-06-07,147.6279296875,145.07664489746094,1
2022-06-08,146.88339233398438,147.6279296875,1
2022-06-09,141.6020965576172,146.88339233398438,1
2022-06-10,136.13218688964844,141.6020965576172,-1
2022-06-13,130.92039489746094,136.13218688964844,-1
2022-06-14,131.79397583007812,130.92039489746094,-1
2022-06-15,134.44454956054688,131.79397583007812,-1
2022-06-16,129.11363220214844,134.44454956054688,1
2022-06-17,130.60272216796875,129.11363220214844,1
2022-06-21,134.88136291503906,130.60272216796875,1
2022-06-22,134.36514282226562,134.88136291503906,1
2022-06-23,137.26390075683594,134.36514282226562,1
2022-06-24,140.6292266845703,137.26390075683594,1
2022-06-27,140.6292266845703,140.6292266845703,1
2022-06-28,136.43994140625,140.6292266845703,1
2022-06-29,138.2169189453125,136.43994140625,-1
2022-06-30,135.72518920898438,138.2169189453125,-1
2022-07-01,137.91908264160156,135.72518920898438,-1
2022-07-05,140.5299530029297,137.91908264160156,1
2022-07-06,141.88006591796875,140.5299530029297,1
2022-07-07,145.2851104736328,141.88006591796875,1
2022-07-08,145.97007751464844,145.2851104736328,1
2022-07-11,143.8158416748047,145.97007751464844,1
2022-07-12,144.7986602783203,143.8158416748047,1
2022-07-13,144.43138122558594,144.7986602783203,1
2022-07-14,147.38967895507812,144.43138122558594,-1
2022-07-15,149.0773162841797,147.38967895507812,1
2022-07-18,145.9998779296875,149.0773162841797,1
2022-07-19,149.90126037597656,145.9998779296875,1
2022-07-20,151.9264373779297,149.90126037597656,1
2022-07-21,154.21961975097656,151.9264373779297,1
2022-07-22,152.96878051757812,154.21961975097656,1
2022-07-25,151.83709716796875,152.96878051757812,1
2022-07-26,150.49691772460938,151.83709716796875,-1
2022-07-27,155.6491241455078,150.49691772460938,-1
2022-07-28,156.20509338378906,155.6491241455078,-1
2022-07-29,161.3275146484375,156.20509338378906,1
2022-08-01,160.3347930908203,161.3275146484375,1
2022-08-02,158.84568786621094,160.3347930908203,1
2022-08-03,164.9211883544922,158.84568786621094,-1
2022-08-04,164.60350036621094,164.9211883544922,-1
2022-08-05,164.3748779296875,164.60350036621094,-1
2022-08-08,163.89768981933594,164.3748779296875,-1
2022-08-09,163.94740295410156,163.89768981933594,-1
2022-08-10,168.241943359375,163.94740295410156,-1
2022-08-11,167.49635314941406,168.241943359375,1
2022-08-12,171.08506774902344,167.49635314941406,1
2022-08-15,172.1686248779297,171.08506774902344,1
2022-08-16,172.0095672607422,172.1686248779297,1
2022-08-17,173.52061462402344,172.0095672607422,1
2022-08-18,173.1229705810547,173.52061462402344,1
2022-08-19,170.5084686279297,173.1229705810547,-1
2022-08-22,166.581787109375,170.5084686279297,-1
2022-08-23,166.2437744140625,166.581787109375,-1
2022-08-24,166.5419921875,166.2437744140625,-1
2022-08-25,169.02728271484375,166.5419921875,-1
2022-08-26,162.65504455566406,169.02728271484375,1
2022-08-29,160.42828369140625,162.65504455566406,1
2022-08-30,157.9728546142578,160.42828369140625,-1
2022-08-31,156.29281616210938,157.9728546142578,-1
2022-09-01,157.02845764160156,156.29281616210938,-1
2022-09-02,154.89111328125,157.02845764160156,-1
2022-09-06,153.61866760253906,154.89111328125,-1
2022-09-07,155.0402374267578,153.61866760253906,-1
2022-09-08,153.54910278320312,155.0402374267578,-1
2022-09-09,156.44192504882812,153.54910278320312,-1
2022-09-12,162.46617126464844,156.44192504882812,1
2022-09-13,152.9327392578125,162.46617126464844,1
2022-09-14,154.39407348632812,152.9327392578125,1
2022-09-15,151.4713897705078,154.39407348632812,1
2022-09-16,149.81124877929688,151.4713897705078,-1
2022-09-19,153.56895446777344,149.81124877929688,-1
2022-09-20,155.97470092773438,153.56895446777344,-1
2022-09-21,152.81346130371094,155.97470092773438,1
2022-09-22,151.8392333984375,152.81346130371094,1
2022-09-23,149.54283142089844,151.8392333984375,-1
2022-09-26,149.880859375,149.54283142089844,-1
2022-09-27,150.86500549316406,149.880859375,-1
2022-09-28,148.95632934570312,150.86500549316406,1
2022-09-29,141.63973999023438,148.95632934570312,1
2022-09-30,137.3849639892578,141.63973999023438,-1
2022-10-03,141.6099090576172,137.3849639892578,-1
2022-10-04,145.23838806152344,141.6099090576172,-1
2022-10-05,145.53660583496094,145.23838806152344,1
2022-10-06,144.5723419189453,145.53660583496094,1
2022-10-07,139.2638397216797,144.5723419189453,1
2022-10-10,139.5918731689453,139.2638397216797,-1
2022-10-11,138.16036987304688,139.5918731689453,-1
2022-10-12,137.52415466308594,138.16036987304688,-1
2022-10-13,142.14674377441406,137.52415466308594,-1
2022-10-14,137.5639190673828,142.14674377441406,-1
2022-10-17,141.57015991210938,137.5639190673828,-1
2022-10-18,142.90225219726562,141.57015991210938,1
2022-10-19,143.0115966796875,142.90225219726562,1
2022-10-20,142.54437255859375,143.0115966796875,1
2022-10-21,146.40150451660156,142.54437255859375,1
2022-10-24,148.56863403320312,146.40150451660156,1
2022-10-25,151.44158935546875,148.56863403320312,1
2022-10-26,148.46922302246094,151.44158935546875,1
2022-10-27,143.94606018066406,148.46922302246094,1
2022-10-28,154.82154846191406,143.94606018066406,-1
2022-10-31,152.43568420410156,154.82154846191406,-1
2022-11-01,149.7615509033203,152.43568420410156,-1
2022-11-02,144.17469787597656,149.7615509033203,-1
2022-11-03,138.06097412109375,144.17469787597656,-1
2022-11-04,137.7921142578125,138.06097412109375,-1
2022-11-07,138.32980346679688,137.7921142578125,-1
2022-11-08,138.90736389160156,138.32980346679688,-1
2022-11-09,134.29702758789062,138.90736389160156,1
2022-11-10,146.2460479736328,134.29702758789062,1
2022-11-11,149.06402587890625,146.2460479736328,1
2022-11-14,147.65005493164062,149.06402587890625,1
2022-11-15,149.40257263183594,147.65005493164062,1
2022-11-16,148.1578826904297,149.40257263183594,1
2022-11-17,150.0797119140625,148.1578826904297,-1
2022-11-18,150.6472625732422,150.0797119140625,1
2022-11-21,147.38121032714844,150.6472625732422,1
2022-11-22,149.54197692871094,147.38121032714844,1
2022-11-23,150.42822265625,149.54197692871094,1
2022-11-25,147.4807891845703,150.42822265625,1
2022-11-28,143.6072998046875,147.4807891845703,1
2022-11-29,140.5702667236328,143.6072998046875,-1
2022-11-30,147.401123046875,140.5702667236328,-1
2022-12-01,147.67994689941406,147.401123046875,-1
2022-12-02,147.18206787109375,147.67994689941406,1
