WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,LITHOLOGY_CLASS,LITHOLOGY_CLASS_CONFIDENCE
25/2-7,205.96200061,479890.53125,6641111.5,-180.9593964,NORDLAND GP.,Vaale Fm.,18.935642242,2.6405723095,2.6405723095,3.6712093353,2.2032716274,64.672683716,0.0,0.0,2.2872672081,146.73582458,29.623991013,17.5,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,Sandstone/Shale,2
25/2-7,206.11400061,479890.53125,6641111.5,-181.1113739,NORDLAND GP.,Vaale Fm.,18.922000885,2.7298338413,2.7298338413,3.6258311272,2.2142424583,63.410289764,0.0,0.0,2.3653218746,146.70860291,29.65486908,17.5,0.0,0.0,0.0,-2.746e-06,0.0,0.0,0.0,0.0,Sandstone/Shale,2
25/2-7,206.26600061,479890.53125,6641111.5,-181.263382,NORDLAND GP.,Vaale Fm.,18.904079437,2.7534909248,2.7534909248,3.5933816433,2.2222270966,62.19254303,0.0,0.0,2.296046257,146.57246399,28.940507889,17.5,0.0,0.0,0.0,0.0039869295,0.0,0.0,0.0,0.0,Sandstone/Shale,2
25/2-7,206.41800061,479890.53125,6641111.5,-181.4153748,NORDLAND GP.,Vaale Fm.,18.874933243,2.7235422134,2.7235422134,3.5845143795,2.2254881859,61.98405838,0.0,0.0,2.2530033588,146.31115723,29.763568878,17.5,0.0,0.0,0.0,0.0072323056,0.0,0.0,0.0,0.0,Sandstone/Shale,2
25/2-7,206.57000061,479890.53125,6641111.5,-181.5673828,NORDLAND GP.,Vaale Fm.,18.884796143,2.6915328503,2.6915328503,3.5751171112,2.2252585888,62.948249817,0.0,0.0,2.2630000114,146.1125946,30.159870148,17.5,0.0,0.0,0.0,0.0080000004,0.0,0.0,0.0,0.0,Sandstone/Shale,2
25/2-7,206.72200061,479890.53125,6641111.5,-181.7193756,NORDLAND GP.,Vaale Fm.,18.907993317,2.6766240597,2.6766240597,3.5779006481,2.2227833271,63.073738098,0.0,0.0,2.2962782383,146.03553772,30.308666229,17.5,0.0,0.0,0.0,0.0072611365,0.0,0.0,0.0,0.0,Sandstone/Shale,2
25/2-7,206.87400061,479890.53125,6641111.5,-181.8713837,NORDLAND GP.,Vaale Fm.,18.919891357,2.6938450336,2.6938450336,3.5844099522,2.2227363586,63.735004425,0.0,0.0,2.3787670135,146.02085876,30.495445251,17.5,0.0,0.0,0.0,0.007736234,0.0,0.0,0.0,0.0,Sandstone/Shale,2
25/2-7,207.02600061,479890.53125,6641111.5,-182.0233765,NORDLAND GP.,Vaale Fm.,18.927869797,2.6995351315,2.6995351315,3.5933237076,2.225934267,63.359169006,0.0,0.0,2.3990540504,145.98225403,30.619701385,17.5,0.0,0.0,0.0,0.0102007333,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,207.17800061,479890.53125,6641111.5,-182.1753693,NORDLAND GP.,Vaale Fm.,18.935115814,2.6989998817,2.6989998817,3.594540596,2.2284619808,62.668926239,0.0,0.0,2.3438982964,145.82577515,30.852050781,17.5,0.0,0.0,0.0,0.0139236869,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,207.33000061,479890.53125,6641111.5,-182.3273621,NORDLAND GP.,Vaale Fm.,18.954481125,2.6910014153,2.6910014153,3.6034529209,2.2282717228,61.159156799,0.0,0.0,2.3221657276,145.70674133,31.041433334,17.5,0.0,0.0,0.0,0.0149999997,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,207.48200061,479890.53125,6641111.5,-182.4793549,NORDLAND GP.,Vaale Fm.,18.98349762,2.6974186897,2.6974186897,3.6098980904,2.2229199409,63.486656189,0.0,0.0,2.2778794765,145.84616089,31.248464584,17.5,0.0,0.0,0.0,0.0113714496,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,207.63400061,479890.53125,6641111.5,-182.6313629,NORDLAND GP.,Vaale Fm.,18.958017349,2.7038874626,2.7038874626,3.611000061,2.2188308239,66.367637634,0.0,0.0,2.4189679623,145.87399292,31.152914047,17.5,0.0,0.0,0.0,0.0078308377,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,207.78600061,479890.53125,6641111.5,-182.7833557,NORDLAND GP.,Vaale Fm.,18.888803482,2.706438303,2.706438303,3.6225073338,2.2165591717,68.096488953,0.0,0.0,2.3827950954,145.69927979,31.041654587,17.5,0.0,0.0,0.0,0.0055590593,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,207.93800061,479890.53125,6641111.5,-182.9353638,NORDLAND GP.,Vaale Fm.,18.828235626,2.701267004,2.701267004,3.6298666,2.2174355984,66.305732727,0.0,0.0,2.4010033607,145.6081543,30.870794296,17.5,0.0,0.0,0.0,0.0057178424,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,208.09000061,479890.53125,6641111.5,-183.0873566,NORDLAND GP.,Vaale Fm.,18.77938652,2.6947162151,2.6947162151,3.6502776146,2.2208607197,65.081008911,0.0,0.0,2.2733998299,145.82875061,30.74388504,17.5,3.6941497326,0.0,0.0,0.0081455586,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,208.24200061,479890.53125,6641111.5,-183.2393646,NORDLAND GP.,Vaale Fm.,18.776687622,2.6851754189,2.6851754189,3.6508867741,2.2234249115,62.804016113,0.0,0.0,2.3095517159,146.25582886,31.117477417,17.5,3.6949260235,0.0,0.0,0.0097125303,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,208.39400061,479890.53125,6641111.5,-183.3913574,NORDLAND GP.,Vaale Fm.,18.792360306,2.6862523556,2.6862523556,3.6402039528,2.2247099876,61.959972382,0.0,0.0,2.3283593655,146.57199097,30.96957016,17.5,3.6952879429,0.0,0.0,0.0114198904,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,208.54600061,479890.53125,6641111.5,-183.5433502,NORDLAND GP.,Vaale Fm.,18.797000885,2.6851754189,2.6851754189,3.6327633858,2.2193415165,63.116443634,0.0,0.0,2.418058157,146.67353821,31.10679245,17.5,3.6957380772,0.0,0.0,0.0091707269,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,208.69800061,479890.53125,6641111.5,-183.695343,NORDLAND GP.,Vaale Fm.,18.797000885,2.6769654751,2.6769654751,3.6295931339,2.2120673656,64.09979248,0.0,0.0,2.3499751091,146.46543884,31.414670944,17.5,3.6961941719,0.0,0.0,0.0065906756,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,208.85000061,479890.53125,6641111.5,-183.8473511,NORDLAND GP.,Vaale Fm.,18.785766602,2.6711969376,2.6711969376,3.6191887856,2.2100000381,62.495113373,0.0,0.0,2.2323644161,146.2802887,31.651475906,17.5,3.6965501308,0.0,0.0,0.0060000001,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,209.00200061,479890.53125,6641111.5,-183.9993439,NORDLAND GP.,Vaale Fm.,18.775405884,2.6727929115,2.6727929115,3.6136035919,2.214196682,57.900440216,0.0,0.0,2.2130334377,146.45986938,31.853151321,17.5,3.6648285389,0.0,0.0,0.0080983518,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,209.15400061,479890.53125,6641111.5,-184.1513519,NORDLAND GP.,Vaale Fm.,18.78414917,2.6767823696,2.6767823696,3.6102175713,2.2187871933,59.727966309,0.0,0.0,2.2404334545,146.4803772,31.694976807,17.5,2.0745358467,0.0,0.0,0.0096967947,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,209.30600061,479890.53125,6641111.5,-184.3033447,NORDLAND GP.,Vaale Fm.,18.794553757,2.6807715893,2.6807715893,3.584747076,2.2193057537,64.454833984,0.0,0.0,2.2921791077,146.33328247,31.491903305,17.5,2.0625119209,0.0,0.0,0.0086115841,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,209.45800061,479890.53125,6641111.5,-184.4553528,NORDLAND GP.,Vaale Fm.,18.802532196,2.6806192398,2.6806192398,3.5470764637,2.2148506641,68.938774109,0.0,0.0,2.35085392,146.56098938,31.319738388,17.5,2.0472719669,0.0,0.0,0.0066168346,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,209.61000061,479890.53125,6641111.5,-184.6073456,NORDLAND GP.,Vaale Fm.,18.81533432,2.657990694,2.657990694,3.5205562115,2.2081775665,66.572776794,0.0,0.0,2.3463933468,146.96389771,31.312143326,17.5,2.0365200043,0.0,0.0,0.0053110733,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,209.76200061,479890.53125,6641111.5,-184.7593384,NORDLAND GP.,Vaale Fm.,18.83646965,2.622648716,2.622648716,3.4961855412,2.2039413452,64.147346497,0.0,0.0,2.3943357468,147.32594299,29.942419052,17.5,2.036823988,0.0,0.0,0.0070588123,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,209.91400061,479890.53125,6641111.5,-184.9113312,NORDLAND GP.,Vaale Fm.,18.886388779,2.5843794346,2.5843794346,3.4600141048,2.2002651691,63.834159851,0.0,0.0,2.2675626278,147.51974487,30.374652863,17.5,1.9461922646,0.0,0.0,0.0080000004,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,210.06600061,479890.53125,6641111.5,-185.063324,NORDLAND GP.,Vaale Fm.,18.964570999,2.5509212017,2.5509212017,3.4164018631,2.1983189583,63.695091248,0.0,0.0,2.3156869411,147.70674133,31.197341919,17.5,1.5566725731,0.0,0.0,0.005275765,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,210.21800061,479890.53125,6641111.5,-185.215332,NORDLAND GP.,Vaale Fm.,19.034740448,2.5254218578,2.5254218578,3.3796489239,2.1946079731,63.201686859,0.0,0.0,2.2546741962,147.88166809,31.286334991,17.5,1.3993960619,0.0,0.0,0.0012863885,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,210.37000061,479890.53125,6641111.5,-185.3673248,NORDLAND GP.,Vaale Fm.,19.086763382,2.5126023293,2.5126023293,3.339987278,2.1902966499,63.147762299,0.0,0.0,2.3159470558,148.20440674,31.135227203,17.5,1.4219100475,0.0,0.0,0.0006758146,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,210.52200061,479890.53125,6641111.5,-185.5193329,NORDLAND GP.,Vaale Fm.,19.132966995,2.5086557865,2.5086557865,3.2944118977,2.1869804859,64.710372925,0.0,0.0,2.1862585545,148.43547058,31.165716171,17.5,1.4222880602,0.0,0.0,0.0030195732,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,210.67400061,479890.53125,6641111.5,-185.6713257,NORDLAND GP.,Vaale Fm.,19.190244675,2.4919335842,2.4919335842,3.2595863342,2.1860001087,65.186965942,0.0,0.0,2.1645998955,148.56484985,31.020889282,17.5,1.4227479696,0.0,0.0,0.0066821403,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,210.82600061,479890.53125,6641111.5,-185.8233337,NORDLAND GP.,Vaale Fm.,19.226360321,2.4553284645,2.4553284645,3.2473328114,2.1906752586,63.583423615,0.0,0.0,2.1453194618,149.1741333,30.698627472,17.5,1.4160838127,0.0,0.0,0.0113393953,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,210.97800061,479890.53125,6641111.5,-185.9753265,NORDLAND GP.,Vaale Fm.,19.218698502,2.4190816879,2.4190816879,3.2460000515,2.1963264942,63.155506134,0.0,0.0,2.2290387154,149.71540833,30.356182098,17.5,1.2294006348,0.0,0.0,0.0136652896,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,211.13000061,479890.53125,6641111.5,-186.1273193,NORDLAND GP.,Vaale Fm.,19.19575882,2.4079999924,2.4079999924,3.2380611897,2.1979999542,64.139961243,0.0,0.0,2.2002739906,150.06216431,30.173519135,17.5,1.0941199064,0.0,0.0,0.0133373328,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,211.28200061,479890.53125,6641111.5,-186.2793121,NORDLAND GP.,Vaale Fm.,19.187339783,2.4185426235,2.4185426235,3.2339999676,2.1953599453,64.686218262,0.0,0.0,2.1837821007,150.33216858,30.550819397,17.5,1.0538517237,0.0,0.0,0.0096999444,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,211.43400061,479890.53125,6641111.5,-186.4313202,NORDLAND GP.,Vaale Fm.,19.217899323,2.4482839108,2.4482839108,3.2215299606,2.1933426857,62.904430389,0.0,0.0,2.2337801456,150.17320251,30.502784729,17.5,1.0493680239,0.0,0.0,0.0053703161,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,211.58600061,479890.53125,6641111.5,-186.583313,NORDLAND GP.,Vaale Fm.,19.26477623,2.4609999657,2.4609999657,3.1980037689,2.188416481,59.24149704,0.0,0.0,2.308907032,149.55111694,30.651664734,17.5,1.0496720076,0.0,0.0,0.0033452008,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,211.73800061,479890.53125,6641111.5,-186.735321,NORDLAND GP.,Vaale Fm.,19.311649323,2.4479792118,2.4479792118,3.1779322624,2.1736092567,57.344902039,0.0,0.0,2.3109464645,149.23428345,30.884380341,17.5,1.050276041,0.0,0.0,0.003,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,211.89000061,479890.53125,6641111.5,-186.8873138,NORDLAND GP.,Vaale Fm.,19.322803497,2.4072804451,2.4072804451,3.1506011486,2.156607151,57.944766998,0.0,0.0,2.1681330204,149.35426331,30.826841354,17.5,1.0505800247,0.0,0.0,0.0049486575,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,212.04200061,479890.53125,6641111.5,-187.0393066,NORDLAND GP.,Vaale Fm.,19.234603882,2.3534793854,2.3534793854,3.1125209332,2.1484122276,59.738349915,0.0,0.0,2.1735601425,149.80078125,30.85272789,17.5,1.2440875769,0.0,0.0,0.0092346575,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,212.19400061,479890.53125,6641111.5,-187.1912994,NORDLAND GP.,Vaale Fm.,19.147411346,2.3037707806,2.3037707806,3.0677709579,2.1476442814,61.916145325,0.0,0.0,2.2258417606,150.69129944,31.057792664,17.5,1.4755584002,0.0,0.0,0.0116442759,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,212.34600061,479890.53125,6641111.5,-187.3432922,NORDLAND GP.,Vaale Fm.,19.150022507,2.2722680569,2.2722680569,3.014490366,2.1486415863,65.140800476,0.0,0.0,2.2674977779,151.60375977,30.967014313,17.5,1.4931122065,0.0,0.0,0.0094335219,0.0,0.0,0.0,0.0,Sandstone/Shale,1
