WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,LITHOLOGY_CLASS,LITHOLOGY_CLASS_CONFIDENCE
25/2-7,217.66600061,479890.5,6641111.5,-192.6632385,NORDLAND GP.,Vaale Fm.,19.340398788,2.1402015686,2.1402015686,2.9501874447,2.166549921,64.677749634,0.0,0.0,2.0968532562,154.18759155,30.083717346,17.5,0.7299299836,0.0,0.0,-0.002450139,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,218.42600061,479890.5,6641111.5,-193.4232178,NORDLAND GP.,Vaale Fm.,19.354656219,2.1473109722,2.1473109722,2.9289288521,2.153853178,59.955055237,0.0,0.0,2.175899744,154.06144714,29.563772202,17.5,0.6957299709,0.0,0.0,-0.000463318,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,218.88200061,479890.5,6641111.5,-193.8792267,NORDLAND GP.,Vaale Fm.,19.103914261,2.1701686382,2.1701686382,2.8666675091,2.1572880745,66.270782471,0.0,0.0,2.3417870998,153.98864746,28.627065659,17.5,0.6752099991,0.0,0.0,-0.004471186,0.0,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,220.55400061,479890.5,6641111.5,-195.5511932,NORDLAND GP.,Vaale Fm.,19.35949707,2.0675685406,2.0675685406,2.7093102932,2.1584999561,59.289543152,0.0,0.0,2.2041327953,150.62376404,29.774927139,17.5,0.6001240015,0.0,0.0,-0.001,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,222.68200061,479890.5,6641111.5,-197.679184,NORDLAND GP.,Vaale Fm.,21.818487167,1.2214485407,1.2214485407,1.7077032328,2.00050807,32.389919281,0.0,0.0,1.6389377117,155.88027954,30.00835228,17.5,0.3604878187,0.0,0.0,0.0209999997,0.1258177161,0.0,0.0,0.0,Sandstone,1
25/2-7,223.59400061,479890.5,6641111.5,-198.591156,NORDLAND GP.,Vaale Fm.,22.20303154,1.2042149305,1.2042149305,1.7279090881,2.0316298008,40.797748566,0.0,0.0,1.6899218559,150.89952087,28.976024628,17.5,0.0632880032,0.0,0.0,0.1053980067,0.1258177161,0.0,0.0,0.0,Sandstone,1
25/2-7,223.74600061,479890.5,6641111.5,-198.7431641,NORDLAND GP.,Vaale Fm.,22.909460068,1.2020000219,1.2020000219,1.7286759615,2.0187711716,41.399673462,0.0,0.0,1.7100615501,152.58604431,29.364839554,17.5,0.0635920018,0.0,0.0,0.1116609126,0.1258177161,0.0,0.0,0.0,Sandstone,1
25/2-7,226.33000061,479890.5,6641111.5,-201.3271332,NORDLAND GP.,Vaale Fm.,22.902629852,1.1377980709,1.1377980709,1.592802763,1.9878019094,31.919244766,0.0,0.0,1.728151679,159.58262634,29.040725708,17.5,1.8936599493,0.0,0.0,0.0260000005,0.1258177161,0.0,0.0,0.0,Sandstone,1
25/2-7,227.39400061,479890.5,6641111.5,-202.3911133,NORDLAND GP.,Vaale Fm.,21.727945328,1.1700888872,1.1700888872,1.6685693264,1.9864919186,38.834583282,0.0,0.0,1.984988451,159.74351501,29.368057251,17.5,0.207476005,0.0,0.0,0.0098543577,0.1258177161,0.0,0.0,0.0,Sandstone,1
25/2-7,228.15400061,479890.5,6641111.5,-203.1511078,NORDLAND GP.,Vaale Fm.,20.11448288,1.3184703588,1.3184703588,1.7149095535,1.9511618614,47.746650696,0.0,0.0,2.2074935436,166.91973877,28.189149857,17.5,0.2095080018,0.0,0.0,0.0014748034,0.1258177161,0.0,0.0,0.0,Sandstone,1
25/2-7,230.43400061,479890.46875,6641111.5,-205.431076,NORDLAND GP.,Vaale Fm.,19.161792755,2.6446056366,2.6446056366,3.614231348,2.2259757519,75.056442261,0.0,0.0,2.2954428196,143.50134277,28.987073898,17.5,5.7257122993,0.0,0.0,0.001658589,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,248.37000061,479890.4375,6641111.5,-223.3668365,NORDLAND GP.,Vaale Fm.,18.766115189,1.8227052689,1.8227052689,2.5975546837,2.0960197449,70.783996582,0.0,0.0,2.3360984325,157.12744141,30.059959412,17.5,0.8802399635,0.0,0.0,0.0246245656,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,254.90600061,479890.40625,6641111.5,-229.902771,NORDLAND GP.,Vaale Fm.,19.162508011,1.9514904022,1.9514904022,2.6097736359,2.1119742393,79.011100769,0.0,0.0,2.3712177277,154.46311951,30.573549271,17.5,1.3494979143,0.0,0.0,0.0101864925,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,255.36200061,479890.40625,6641111.5,-230.3587494,NORDLAND GP.,Vaale Fm.,19.147293091,2.016977787,2.016977787,2.6484668255,2.1244943142,75.263763428,0.0,0.0,2.399699688,153.81375122,30.469432831,17.5,1.3520239592,0.0,0.0,0.003898886,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,259.31400061,479890.40625,6641111.5,-234.3106995,NORDLAND GP.,Vaale Fm.,19.325292587,1.9305351973,1.9305351973,2.5657055378,2.1073384285,72.653007507,0.0,0.0,2.3684091568,154.50549316,31.058721542,17.5,0.5025280118,0.0,0.0,-0.003,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,260.22600061,479890.40625,6641111.5,-235.2226868,NORDLAND GP.,Vaale Fm.,19.32226181,1.9402555227,1.9402555227,2.5651166439,2.1088149548,69.071685791,0.0,0.0,2.3933882713,153.9370575,30.602510452,17.5,0.806420207,0.0,0.0,-0.001444686,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,260.53000061,479890.40625,6641111.5,-235.5266876,NORDLAND GP.,Vaale Fm.,19.351999283,1.9624686241,1.9624686241,2.5583398342,2.1128587723,70.259788513,0.0,0.0,2.2321240902,153.2973938,30.325536728,17.5,0.8267899752,0.0,0.0,-0.001570649,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,262.50600061,479890.40625,6641111.5,-237.5026703,NORDLAND GP.,Vaale Fm.,18.893543243,1.9721956253,1.9721956253,2.6260979176,2.1229999065,73.69077301,0.0,0.0,2.2638933659,149.74899292,30.454601288,17.5,0.5881978273,0.0,0.0,-0.001775656,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,265.69800061,479890.40625,6641111.5,-240.6946259,NORDLAND GP.,Vaale Fm.,19.26014328,1.9301928282,1.9301928282,2.5837543011,2.1192793846,77.857597351,0.0,0.0,2.3987619877,153.99423218,31.235387802,17.5,0.5161960125,0.0,0.0,0.0018385559,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,265.85000061,479890.40625,6641111.5,-240.8466339,NORDLAND GP.,Vaale Fm.,19.278743744,1.9494823217,1.9494823217,2.5917329788,2.1182820797,75.098083496,0.0,0.0,2.378002882,153.5927124,30.828472137,17.5,0.570200026,0.0,0.0,0.001,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,266.76200061,479890.40625,6641111.5,-241.758606,NORDLAND GP.,Vaale Fm.,19.288999557,1.9648035765,1.9648035765,2.6181964874,2.1224040985,72.569068909,0.0,0.0,2.3418109417,155.05986023,31.264820099,17.5,0.7495401502,0.0,0.0,0.0134041794,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,269.34600061,479890.375,6641111.5,-244.3425751,NORDLAND GP.,Vaale Fm.,19.260520935,1.8814985752,1.8814985752,2.4834365845,2.1126849651,84.48324585,0.0,0.0,2.3477494717,155.19606018,30.780000687,17.5,0.6581460238,0.0,0.0,0.0029726161,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,271.32200061,479890.375,6641111.5,-246.3185577,NORDLAND GP.,Vaale Fm.,19.069412231,1.8903554678,1.8903554678,2.4777555466,2.1176235676,85.603096008,0.0,0.0,2.3141613007,154.66503906,30.586126328,17.5,0.9303879738,0.0,0.0,0.0060000001,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,271.47400061,479890.375,6641111.5,-246.4705505,NORDLAND GP.,Vaale Fm.,18.94906044,1.8886631727,1.8886631727,2.462130785,2.1186206341,86.444778442,0.0,0.0,2.2717359066,154.92881775,30.907682419,17.5,0.9307739735,0.0,0.0,0.0066207554,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,272.08200061,479890.375,6641111.5,-247.0785522,NORDLAND GP.,Vaale Fm.,18.842645645,1.9199644327,1.9199644327,2.4367818832,2.1053898335,88.613113403,0.0,0.0,2.2599537373,155.26252747,31.521810532,17.5,1.1320744753,0.0,0.0,-0.002,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,273.60200061,479890.375,6641111.5,-248.598526,NORDLAND GP.,Vaale Fm.,19.192087173,1.8930000067,1.8930000067,2.4576621056,2.1210000515,78.644851685,0.0,0.0,2.3001229763,154.52178955,31.673067093,17.5,1.1766040325,0.0,0.0,-0.000167944,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,275.88200061,479890.375,6641111.0,-250.8784943,NORDLAND GP.,Vaale Fm.,19.589641571,1.8529129028,1.8529129028,2.5450000763,2.1228210926,75.814994812,0.0,0.0,2.2561762333,152.81750488,31.019300461,17.5,1.0416581631,0.0,0.0,0.0070894659,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,277.55400061,479890.375,6641111.0,-252.5504761,NORDLAND GP.,Vaale Fm.,20.107557297,1.8681765795,1.8681765795,2.5557501316,2.1229686737,72.716293335,0.0,0.0,2.2909998894,153.09713745,31.610927582,17.5,1.4504539967,0.0,0.0,0.0075471518,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,279.07400061,479890.375,6641111.0,-254.0704651,NORDLAND GP.,Vaale Fm.,19.218999863,1.9144184589,1.9144184589,2.6769301891,2.1140208244,75.789802551,0.0,0.0,2.3206045628,152.43214417,31.066322327,17.5,1.284206152,0.0,0.0,0.0245313272,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,279.37800061,479890.375,6641111.0,-254.3744507,NORDLAND GP.,Vaale Fm.,19.330644608,1.9258995056,1.9258995056,2.6922152042,2.1128740311,74.31476593,0.0,0.0,2.2581415176,152.18481445,30.968038559,17.5,1.339282155,0.0,0.0,0.0125472629,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,279.98600061,479890.375,6641111.0,-254.9824524,NORDLAND GP.,Vaale Fm.,19.258312225,2.0168702602,2.0168702602,2.7271094322,2.1319999695,77.963249207,0.0,0.0,2.2189834118,150.9818573,30.927124023,17.5,1.3458720446,0.0,0.0,0.0080000004,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,280.29000061,479890.375,6641111.0,-255.286438,NORDLAND GP.,Vaale Fm.,19.25,2.0697391033,2.0697391033,2.6941194534,2.1237204075,78.372810364,0.0,0.0,2.3687205315,149.07983398,31.129192352,17.5,1.3460899591,0.0,0.0,0.00706298,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,280.74600061,479890.375,6641111.0,-255.7424316,NORDLAND GP.,Vaale Fm.,19.149723053,1.9330778122,1.9330778122,2.6454305649,2.1246843338,84.951278687,0.0,0.0,2.2118799686,151.57519531,31.714885712,17.5,1.3857741356,0.0,0.0,0.0117632532,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,283.17800061,479890.34375,6641111.0,-258.174408,NORDLAND GP.,Vaale Fm.,19.376922607,2.0060684681,2.0060684681,2.6626603603,2.1426508427,80.03603363,0.0,0.0,2.2858967781,148.25863647,31.066547394,17.5,0.9529738426,0.0,0.0,0.0366051197,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,284.09000061,479890.34375,6641111.0,-259.0863953,NORDLAND GP.,Vaale Fm.,18.984287262,2.061811924,2.061811924,2.6278204918,2.1562087536,78.341880798,0.0,0.0,2.2509875298,147.44802856,31.567264557,17.5,1.2349505424,0.0,0.0,0.0627912655,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,284.54600061,479890.34375,6641111.0,-259.5423889,NORDLAND GP.,Vaale Fm.,18.981248856,2.0414242744,2.0414242744,2.6523637772,2.1595561504,73.649810791,0.0,0.0,2.2779991627,146.98899841,30.977485657,17.5,1.3507000208,0.0,0.0,0.0422097147,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,284.69800061,479890.34375,6641111.0,-259.694397,NORDLAND GP.,Vaale Fm.,19.021587372,2.0390000343,2.0390000343,2.6591303349,2.1661775112,73.095527649,0.0,0.0,2.2549827099,147.1408844,31.456684113,17.5,1.3246318102,0.0,0.0,0.0374676101,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,291.08200061,479890.34375,6641111.0,-266.0783081,NORDLAND GP.,Vaale Fm.,19.526584625,2.0068759918,2.0068759918,2.7435040474,2.1575889587,72.415435791,0.0,0.0,2.3958666325,149.1061554,31.821660995,17.5,1.1384401321,0.0,0.0,0.0171534158,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,295.18600061,479890.3125,6641111.0,-270.182251,NORDLAND GP.,Vaale Fm.,19.287307739,1.9655795097,1.9655795097,2.6085796356,2.1482114792,82.088821411,0.0,0.0,2.351477623,147.87779236,32.196727753,17.5,1.1514377594,0.0,0.0,-0.000788573,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,296.25000061,479890.3125,6641111.0,-271.2462463,NORDLAND GP.,Vaale Fm.,19.296340942,2.0048489571,2.0048489571,2.6161510944,2.1468417645,75.64541626,0.0,0.0,2.41015625,148.28771973,31.83265686,17.5,1.1219500303,0.0,0.0,0.0102278572,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,296.70600061,479890.3125,6641111.0,-271.70224,NORDLAND GP.,Vaale Fm.,19.035442352,1.9676321745,1.9676321745,2.6381034851,2.141220808,74.805809021,0.0,0.0,2.4422609806,147.90493774,31.998001099,17.5,1.1224060059,0.0,0.0,0.0124058798,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,300.05000061,479890.3125,6641111.0,-275.0461731,NORDLAND GP.,Vaale Fm.,19.00892067,1.9243985415,1.9243985415,2.6627771854,2.1808726788,71.959136963,0.0,0.0,2.3882353306,149.65483093,31.999183655,17.5,1.1646502018,0.0,0.0,0.0659805089,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,300.50600061,479890.3125,6641111.0,-275.5021973,NORDLAND GP.,Vaale Fm.,19.228504181,1.9629461765,1.9629461765,2.7130000591,2.16152215,69.4348526,0.0,0.0,2.3622612953,148.16239929,32.203163147,17.5,1.1212879419,0.0,0.0,0.0210442487,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,301.72200061,479890.3125,6641111.0,-276.7181702,NORDLAND GP.,Vaale Fm.,19.359786987,1.9532916546,1.9532916546,2.7392222881,2.1436219215,71.578117371,0.0,0.0,2.3623342514,148.92330933,32.148349762,17.5,1.4384340048,0.0,0.0,0.0102953231,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,304.91400061,479890.3125,6641111.0,-279.9101257,NORDLAND GP.,Vaale Fm.,19.283042908,2.0324931145,2.0324931145,2.7394509315,2.1640868187,79.084487915,0.0,0.0,2.402299881,146.05487061,32.568157196,17.5,1.5736492872,0.0,0.0,-0.00086966,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,305.52200061,479890.3125,6641111.0,-280.5181274,NORDLAND GP.,Vaale Fm.,19.602861404,2.0308089256,2.0308089256,2.7009363174,2.1721313,75.780128479,0.0,0.0,2.3151965141,146.26062012,32.438228607,17.5,1.4796559811,0.0,0.0,0.0079343552,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,306.28200061,479890.3125,6641111.0,-281.2781372,NORDLAND GP.,Vaale Fm.,19.085071564,2.0208330154,2.0208330154,2.6385178566,2.1809604168,80.209449768,0.0,0.0,2.3110055923,146.31251526,32.757770538,17.5,1.1029360294,0.0,0.0,-0.000980257,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,306.43400061,479890.3125,6641111.0,-281.4300842,NORDLAND GP.,Vaale Fm.,19.038726807,2.0120637417,2.0120637417,2.6128251553,2.1789314747,78.076904297,0.0,0.0,2.3085336685,146.58937073,32.423042297,17.5,1.0755980015,0.0,0.0,1.70869e-05,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,307.34600061,479890.3125,6641111.0,-282.3421021,NORDLAND GP.,Vaale Fm.,18.991979599,1.9429992437,1.9429992437,2.4819967747,2.1580014229,79.188217163,0.0,0.0,2.4021995068,148.76757813,32.466976166,17.5,1.313462019,0.0,0.0,-0.001001351,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,309.32200061,479890.28125,6641111.0,-284.3180542,NORDLAND GP.,Vaale Fm.,18.908327103,2.0042717457,2.0042717457,2.5627961159,2.1720654964,77.552680969,0.0,0.0,2.4263284206,146.7321167,32.557735443,17.5,2.0022339821,0.0,0.0,0.0079344483,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,310.08200061,479890.28125,6641111.0,-285.078064,NORDLAND GP.,Vaale Fm.,18.957056046,1.9611059427,1.9611059427,2.5898118019,2.1589081287,74.592414856,0.0,0.0,2.3804364204,147.68226624,32.197860718,17.5,0.9302540421,0.0,0.0,0.0146790091,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,311.14600061,479890.28125,6641111.0,-286.1420288,NORDLAND GP.,Vaale Fm.,18.650497437,1.9951305389,1.9951305389,2.6598696709,2.164678812,68.262794495,0.0,0.0,2.5083448887,146.86169434,32.896053314,17.5,1.0872700214,0.0,0.0,0.0120000001,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,311.45000061,479890.28125,6641111.0,-286.4460449,NORDLAND GP.,Vaale Fm.,19.000741959,1.9977883101,1.9977883101,2.6478588581,2.1660695076,68.265975952,0.0,0.0,2.4801580906,146.5453186,33.022838593,17.5,1.0996501446,0.0,0.0,0.008208679,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,311.60200061,479890.28125,6641111.0,-286.5980225,NORDLAND GP.,Vaale Fm.,19.146419525,1.9961464405,1.9961464405,2.6452195644,2.1650719643,67.800376892,0.0,0.0,2.4539940357,145.93504333,32.853420258,17.5,1.1130301952,0.0,0.0,0.0061440594,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,311.90600061,479890.28125,6641111.0,-286.9020386,NORDLAND GP.,Vaale Fm.,19.016313553,1.9434343576,1.9434343576,2.6406860352,2.1679227352,67.433059692,0.0,0.0,2.3544211388,145.48815918,31.826568604,17.5,1.1382819414,0.0,0.0,0.0079226736,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,314.94600061,479890.28125,6641111.0,-289.9420166,NORDLAND GP.,Vaale Fm.,19.322076797,1.879786253,1.879786253,2.5930483341,2.1245193481,71.778923035,0.0,0.0,2.360506773,148.28974915,32.71313858,17.5,1.1574597359,0.0,0.0,0.0066492311,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,318.29000061,479890.28125,6641111.0,-293.2859497,NORDLAND GP.,Vaale Fm.,18.958810806,1.8973209858,1.8973209858,2.431358099,2.1438751221,81.664413452,0.0,0.0,2.3405675888,147.87515259,32.257511139,17.5,1.6526200771,0.0,0.0,0.0018125231,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,320.72200061,479890.25,6641111.0,-295.717926,NORDLAND GP.,Vaale Fm.,18.898000717,1.8832306862,1.8832306862,2.4107692242,2.1671478748,78.6587677,0.0,0.0,2.5272452831,147.98571777,32.351539612,17.5,0.8961340189,0.0,0.0,0.0042295726,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,324.97800061,479890.25,6641111.0,-299.973877,NORDLAND GP.,Vaale Fm.,19.173397064,1.8676035404,1.8676035404,2.4178247452,2.1555747986,64.60004425,0.0,0.0,2.3839855194,149.24263,32.564605713,17.5,0.9360439777,0.0,0.0,-0.001303139,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,325.73800061,479890.25,6641111.0,-300.7338562,NORDLAND GP.,Vaale Fm.,19.2123909,1.9025589228,1.9025589228,2.4369516373,2.1419999599,71.203483582,0.0,0.0,2.3421030045,148.83158875,32.534778595,17.5,0.9870100617,0.0,0.0,0.0016837814,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,326.65000061,479890.25,6641111.0,-301.6458435,NORDLAND GP.,Vaale Fm.,18.976634979,1.8560023308,1.8560023308,2.4913363457,2.1366679668,66.771949768,0.0,0.0,2.3858809471,148.95619202,32.453865051,17.5,1.1578501463,0.0,0.0,0.0076721823,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,327.71400061,479890.25,6641111.0,-302.7098389,NORDLAND GP.,Vaale Fm.,18.836870193,1.886054039,1.886054039,2.4751081467,2.1319999695,74.251869202,0.0,0.0,2.3619320393,149.68113708,33.147079468,17.5,0.8240101337,0.0,0.0,-0.000350346,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,331.51400061,479890.25,6641111.0,-306.5097961,NORDLAND GP.,Vaale Fm.,19.055130005,1.88674891,1.88674891,2.4649999142,2.1685841084,81.98034668,0.0,0.0,2.3553452492,147.74073792,33.081756592,17.5,0.9149719477,0.0,0.0,0.0094158277,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,335.16200061,479890.21875,6641111.0,-310.1577148,NORDLAND GP.,Vaale Fm.,18.847013474,1.8724822998,1.8724822998,2.3600399494,2.1595211029,70.847572327,0.0,0.0,2.4586575031,147.54418945,32.741752625,17.5,1.0636899471,0.0,0.0,0.0050844504,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,336.07400061,479890.21875,6641111.0,-311.0697327,NORDLAND GP.,Vaale Fm.,19.066375732,1.9206544161,1.9206544161,2.4886293411,2.1665267944,72.100524902,0.0,0.0,2.23259902,145.65348816,32.696685791,17.5,1.2212519646,0.0,0.0,0.0049999999,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,336.22600061,479890.21875,6641111.0,-311.2217407,NORDLAND GP.,Vaale Fm.,19.042934418,1.9746078253,1.9746078253,2.519547224,2.1689999104,73.909637451,0.0,0.0,2.2694523335,145.07366943,32.43951416,17.5,1.2206220627,0.0,0.0,0.0044972789,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,338.20200061,479890.21875,6641111.0,-313.1976929,NORDLAND GP.,Vaale Fm.,18.717525482,1.8806521893,1.8806521893,2.3944237232,2.1660628319,69.246841431,0.0,0.0,2.362334013,147.07814026,33.015045166,17.5,0.8400899768,0.0,0.0,0.0108743738,0.1258177161,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,340.78600061,479890.21875,6641111.0,-315.7816772,NORDLAND GP.,Vaale Fm.,18.773000717,1.8489243984,1.8489243984,2.3531928062,2.1767282486,82.600921631,0.0,0.0,2.4316112995,148.41348267,32.779266357,17.5,0.9653699398,0.0,0.0,0.0171846561,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,342.30600061,479890.21875,6641111.0,-317.3016357,NORDLAND GP.,Vaale Fm.,19.093999863,1.6802805662,1.6802805662,2.1114962101,2.0984325409,82.481369019,0.0,0.0,2.2318983078,153.84336853,32.957286835,17.5,0.8803820014,0.0,0.0,0.0038069515,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,342.76200061,479890.21875,6641111.0,-317.7576294,NORDLAND GP.,Vaale Fm.,19.024595261,1.6817811728,1.6817811728,2.0657231808,2.0833387375,83.062606812,0.0,0.0,2.3894350529,156.47463989,33.044506073,17.5,0.9322759509,0.0,0.0,0.0023387575,0.1258177161,0.0,0.0,0.0,Shale,1
25/2-7,343.21800061,479890.21875,6641111.0,-318.213623,NORDLAND GP.,Vaale Fm.,19.021730423,1.7074763775,1.7074763775,2.0417618752,2.0897986889,84.122528076,0.0,0.0,2.3665003777,156.2963562,32.843761444,17.5,0.935670197,0.0,0.0,0.0140902651,0.1258177161,0.0,0.0,0.0,Shale,1
