P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class,timestamp
63,0.0,14197999.094444444,116.76885219444445,6114296.912777778,69.32639354166668,3044289.5225,,0.0,0.0,2017-05-24 16:00:00
64,0.0,14222961.765861874,116.7937,6127059.715047726,69.34530073834924,3046270.401740595,,0.0,0.0,2017-05-24 17:00:00
65,0.0,14222479.275,116.7990366388889,6142345.161388889,69.24883087777778,3048272.299722222,,0.0,0.0,2017-05-24 18:00:00
66,0.0,14225884.997222222,116.81622566666665,6144588.810555556,69.27773481666667,3050263.6894444446,,0.0,0.0,2017-05-24 19:00:00
67,0.0,14204672.33888889,116.81223227777777,6137580.738055555,69.33958917222222,3052255.078888889,,0.0,0.0,2017-05-24 20:00:00
68,0.0,14178294.133333333,116.7937,6106050.156111111,69.28745051666667,3054012.7358333333,,0.0,0.0,2017-05-24 21:00:00
69,0.0,14222639.87883911,116.7937,6112617.616229924,69.35576083685545,3054840.460129614,,0.0,0.0,2017-05-24 22:00:00
70,0.0,14233144.647222223,116.78906883333333,6138864.011111111,69.39399840555555,3055583.656388889,,0.0,0.0,2017-05-24 23:00:00
71,0.0,14187559.302777778,116.76349786111112,6130007.260833333,69.34325727222222,3056321.6219444443,,0.0,0.0,2017-05-25 00:00:00
72,0.0,14225744.4,116.74974672222223,6113233.596388889,69.33532468888889,3057059.5919444445,,0.0,0.0,2017-05-25 01:00:00
73,0.0,14215543.602777777,116.69981747222222,6129755.171388889,69.28182879722222,3057797.5566666666,,0.0,0.0,2017-05-25 02:00:00
74,0.0,14233577.00971984,116.70628839336764,6130635.54373928,69.22453731560891,3058525.072327044,,0.0,0.0,2017-05-25 03:00:00
75,0.0,14175341.597222222,116.71443558333333,6113254.196388889,69.14213992777778,3059273.4930555555,,0.0,0.0,2017-05-25 04:00:00
76,0.0,14188777.616666667,116.72592641666667,6087013.861388889,69.11001285277777,3059686.1819444443,,0.0,0.0,2017-05-25 05:00:00
77,0.0,14188612.380555555,116.70814502777777,6094087.157777778,69.14996559444445,3059353.4658333333,,0.0,0.0,2017-05-25 06:00:00
78,0.0,14236753.691666666,116.80524333333334,6108089.967777777,69.130714825,3058991.4066666667,,0.0,0.0,2017-05-25 07:00:00
79,0.0,14241713.201357465,116.74943207013575,6136330.660067873,69.28415974264706,3058632.5673076925,,0.0,0.0,2017-05-25 08:00:00
80,0.0,14176247.802777778,116.79542280555556,6098712.6086111115,69.14688995277777,3058267.291111111,,0.0,0.0,2017-05-25 09:00:00
81,0.0,14186375.572222222,116.79854158333333,6076780.4436111115,69.25862089166667,3057905.2322222223,,0.0,0.0,2017-05-25 10:00:00
82,0.0,14243335.247222222,116.77647308333334,6106535.268055555,69.29217777222222,3057543.1755555556,,0.0,0.0,2017-05-25 11:00:00
83,0.0,14205683.691666666,116.66571177777777,6123966.44,69.24333326944445,3057181.115833333,,0.0,0.0,2017-05-25 12:00:00
84,0.0,14199490.244040862,116.73757440408627,6067660.579171396,69.11088692111237,3056502.9040862657,,0.0,0.0,2017-05-25 13:00:00
85,0.0,14254839.133333333,116.74695841666667,6128670.224444444,69.21038148055555,3055057.851111111,,0.0,0.0,2017-05-25 14:00:00
86,0.0,14226502.013888888,116.79330352777778,6127083.130833333,69.23146257222221,3053600.4491666667,,0.0,0.0,2017-05-25 15:00:00
87,0.0,14218621.208333334,116.79370480555556,6116266.29,69.32329476666666,3052143.0488888887,,0.0,0.0,2017-05-25 16:00:00
88,0.0,14198022.102777777,116.8211106388889,6118440.603055555,69.37118330277778,3050685.6477777776,,0.0,0.0,2017-05-25 17:00:00
89,0.0,14216527.317554241,116.800096534235,6107498.876584954,69.4235487264018,3049238.5688926456,,0.0,0.0,2017-05-25 18:00:00
90,0.0,14231630.597222222,116.80608405555556,6129039.098888889,69.43095336111111,3047770.8441666667,,0.0,0.0,2017-05-25 19:00:00
91,0.0,14198635.552777778,116.80718127777777,6117173.632222222,69.33873560833334,3046313.4430555557,,0.0,0.0,2017-05-25 20:00:00
92,0.0,14236030.830555556,116.74908411111112,6119365.6575,69.36802421111112,3045049.3430555556,,0.0,0.0,2017-05-25 21:00:00
93,0.0,14240420.416666666,116.76314325,6132828.771111111,69.34192108333333,3044137.6980555556,,0.0,0.0,2017-05-25 22:00:00
94,0.0,14231410.511720983,116.74916586620927,6126379.067753002,69.19599063464837,3043246.304745569,,0.0,0.0,2017-05-25 23:00:00
95,0.0,14222163.675,116.75322111111112,6114349.131388889,69.1870076361111,3042329.2933333335,,0.0,0.0,2017-05-26 00:00:00
96,0.0,14208514.986111112,116.75014825000001,6104656.939722222,69.18331380555556,3041425.09,,0.0,0.0,2017-05-26 01:00:00
97,0.0,14203025.336111112,116.73640891666666,6083047.700833334,69.18881538055555,3040520.888888889,,0.0,0.0,2017-05-26 02:00:00
98,0.0,14204329.458333334,116.7042186111111,6098535.596666667,69.26046076944445,3039616.6869444447,,0.0,0.0,2017-05-26 03:00:00
99,0.0,14184286.9935193,116.74635852352776,6079812.509721048,69.2064896477881,3038718.888419273,,0.0,0.0,2017-05-26 04:00:00
100,0.0,14193520.677777778,116.73178730555556,6075322.114722222,69.240236475,3037997.7194444444,,0.0,0.0,2017-05-26 05:00:00
101,0.0,14214819.569444444,116.77522425,6089088.769722222,69.3216031,3037628.368888889,,0.0,0.0,2017-05-26 06:00:00
102,0.0,14192072.25,116.75836641666668,6100739.746666667,69.31798671388889,3037266.308333333,,0.0,0.0,2017-05-26 07:00:00
103,0.0,14185637.144444445,116.80672169444443,6061860.680277778,69.26044488611112,3036904.2525,,0.0,0.0,2017-05-26 08:00:00
104,0.0,14234893.562518131,116.77442686393965,6112562.897302002,69.36316037713955,3036549.887148245,,0.0,0.0,2017-05-26 09:00:00
105,0.0,14236601.638888888,116.75841100000001,6124829.050833333,69.33559672777778,3036180.136388889,,0.0,0.0,2017-05-26 10:00:00
106,0.0,14201431.277777778,116.70734800000001,6115375.611666666,69.31790369722222,3035818.0786111113,,0.0,0.0,2017-05-26 11:00:00
107,0.0,14240260.26111111,116.73112316666668,6098566.475277778,69.33226275555556,3035456.0197222224,,0.0,0.0,2017-05-26 12:00:00
108,0.0,14230847.994444445,116.71557280555555,6121270.412222222,69.30564639166667,3034894.9191666665,,0.0,0.0,2017-05-26 13:00:00
109,0.0,14243870.547235023,116.73656284562212,6124447.164746543,69.2636659562212,3033997.5483870967,,0.0,0.0,2017-05-26 14:00:00
110,0.0,14222697.422222223,116.75940202777778,6130002.238055555,69.22463355555556,3033060.681388889,,0.0,0.0,2017-05-26 15:00:00
111,0.0,14078882.836111112,116.73768241666666,6044178.298611111,69.02850385277777,3032140.1769444444,,0.0,0.0,2017-05-26 16:00:00
112,0.0,14183999.163888888,116.6413875,6033413.298888889,69.207295075,3031219.674166667,,0.0,0.0,2017-05-26 17:00:00
113,0.0,14220527.408333333,116.67827522222223,6077372.535,69.14918111388889,3030299.1713888887,,0.0,0.0,2017-05-26 18:00:00
114,0.0,14195123.884682586,116.63100247524753,6099227.454280722,69.0106803174141,3029399.8907979033,,0.0,0.0,2017-05-26 19:00:00
115,0.0,14219723.191666666,116.64215202777777,6096258.5702777775,69.02783270277779,3028458.1655555554,,0.0,0.0,2017-05-26 20:00:00
116,0.0,14203415.0,116.65224944444445,6091946.796388889,69.04020393055556,3027101.4444444445,,0.0,0.0,2017-05-26 21:00:00
117,0.0,14217799.172222223,116.58978363888889,6107156.104722222,69.01593734166667,3025283.5980555555,,0.0,0.0,2017-05-26 22:00:00
118,0.0,14261201.852777777,116.68051958333334,6115312.7325,69.01502282777778,3023465.6619444443,,0.0,0.0,2017-05-26 23:00:00
119,0.0,14206776.518161181,116.588547446084,6146121.502270147,68.90667553916005,3021666.9128830875,,0.0,0.0,2017-05-27 00:00:00
120,0.0,14194976.263888888,116.58905375,6091945.000555555,68.86551285555555,3019829.7875,,0.0,0.0,2017-05-27 01:00:00
121,0.0,14191537.541666666,116.58444225,6075445.811388889,68.83695155277778,3018011.8505555554,,0.0,0.0,2017-05-27 02:00:00
122,0.0,14200329.066666666,116.58063230555557,6078038.301944445,68.77433401666667,3016193.9147222224,,0.0,0.0,2017-05-27 03:00:00
123,0.0,14205636.430555556,116.6136793611111,6086541.646944445,68.74860033055556,3014376.473888889,,0.0,0.0,2017-05-27 04:00:00
124,0.0,14208374.086265607,116.56959622587968,6092744.412031782,68.75248620317821,3013232.927922815,,0.0,0.0,2017-05-27 05:00:00
125,0.0,14174740.791666666,116.59089780555556,6076654.835,68.71841235,3012676.5669444446,,0.0,0.0,2017-05-27 06:00:00
126,0.0,14201891.352777777,116.556246,6081645.810833333,68.79670116111112,3012126.015833333,,0.0,0.0,2017-05-27 07:00:00
127,0.0,14208545.8,116.61718613888888,6082153.296944444,68.72012801944445,3011575.465277778,,0.0,0.0,2017-05-27 08:00:00
128,0.0,14217864.677777778,116.62707158333335,6099212.079166667,68.71532136388889,3011024.9155555554,,0.0,0.0,2017-05-27 09:00:00
129,0.0,14186194.957888827,116.58791299831556,6098386.523301516,68.70970560359349,3010477.2695115106,,0.0,0.0,2017-05-27 10:00:00
130,0.0,14220747.983333332,116.65387308333332,6080476.480555556,68.73243879166667,3009923.813888889,,0.0,0.0,2017-05-27 11:00:00
131,0.0,14206419.780555556,116.63263991666666,6111549.115833334,68.67059820833333,3009392.4044444445,,0.0,0.0,2017-05-27 12:00:00
132,0.0,14209515.186111111,116.64399091666667,6085312.780833334,68.61672980277778,3010003.043888889,,0.0,0.0,2017-05-27 13:00:00
133,0.0,14239496.21388889,116.64813833333334,6097454.146111111,68.70613798611112,3011283.6452777777,,0.0,0.0,2017-05-27 14:00:00
134,0.0,14232964.680429865,116.62881083144796,6119302.4934954755,68.71657913461539,3012552.863687783,,0.0,0.0,2017-05-27 15:00:00
135,0.0,14176895.230555555,116.67841750000001,6093580.623055556,68.67839676388888,3013844.8480555555,,0.0,0.0,2017-05-27 16:00:00
136,0.0,14209392.330555556,116.70230627777778,6076114.620833334,68.79861002222222,3015125.4491666667,,0.0,0.0,2017-05-27 17:00:00
137,0.0,14193309.763888888,116.68397080555555,6090331.601666667,68.81523700000001,3016406.0516666668,,0.0,0.0,2017-05-27 18:00:00
138,0.0,14205964.516666668,116.68417972222223,6094634.001944444,68.90799165833333,3017686.6519444445,,0.0,0.0,2017-05-27 19:00:00
139,0.0,14220510.929552762,116.6725853259281,6103843.424729611,69.02479460391699,3018901.912014031,,0.0,0.0,2017-05-27 20:00:00
140,0.0,14206956.669444444,116.68764188888889,6111257.771111111,69.05148759444445,3018903.8230555556,,0.0,0.0,2017-05-27 21:00:00
141,0.0,14209415.547222223,116.70830363888888,6112655.431111111,69.077971075,3018359.5994444443,,0.0,0.0,2017-05-27 22:00:00
142,0.0,14177520.469444444,116.6676833611111,6084346.870555555,69.04671599722222,3017815.3772222223,,0.0,0.0,2017-05-27 23:00:00
143,0.0,14202906.658333333,116.64322852777778,6092734.035277777,69.03927158333333,3017271.155277778,,0.0,0.0,2017-05-28 00:00:00
144,0.0,14213350.0,116.6548427922815,6104470.249148695,69.06436198070374,3016732.6782065835,,0.0,0.0,2017-05-28 01:00:00
145,0.0,14212443.241666667,116.67301152777777,6102410.354444444,69.04936623333333,3016182.7116666664,,0.0,0.0,2017-05-28 02:00:00
146,0.0,14191552.269444445,116.62207055555557,6103178.306944445,69.08001629444445,3015638.489722222,,0.0,0.0,2017-05-28 03:00:00
147,0.0,14188031.152777778,116.64527705555555,6093937.341944444,69.09393467222222,3015069.5877777776,,0.0,0.0,2017-05-28 04:00:00
148,0.0,14210370.13611111,116.60695422222221,6097940.618611111,69.16896385833333,3014000.4794444446,,0.0,0.0,2017-05-28 05:00:00
149,0.0,14204122.188914027,116.57915743778281,6101115.042138009,69.16585363404978,3012745.8495475114,,0.0,0.0,2017-05-28 06:00:00
150,0.0,14198933.025,116.57381258333334,6096444.866388889,69.11533599444444,3011468.7119444446,,0.0,0.0,2017-05-28 07:00:00
151,0.0,14173076.325,116.57971030555555,6091915.635,69.08903508055556,3010202.8297222224,,0.0,0.0,2017-05-28 08:00:00
152,0.0,14209794.683333334,116.58490033333334,6089862.375,69.14911431944445,3008936.9469444444,,0.0,0.0,2017-05-28 09:00:00
153,0.0,14218181.230555555,116.59218697222222,6108759.3586111115,69.16576259722223,3007671.0616666665,,0.0,0.0,2017-05-28 10:00:00
154,0.0,14224214.694570135,116.62592550904978,6112627.274321267,69.13743182692308,3006416.4318438913,,0.0,0.0,2017-05-28 11:00:00
155,0.0,14179943.691666666,116.65884113888889,6103549.608333333,69.04564366944444,3005194.956111111,,0.0,0.0,2017-05-28 12:00:00
156,0.0,14222554.591666667,116.74929549999999,6094110.624444445,69.03429948888889,3005112.858611111,,0.0,0.0,2017-05-28 13:00:00
157,0.0,14205763.391666668,116.75128747222222,6091142.900833333,69.05472000833333,3005474.551111111,,0.0,0.0,2017-05-28 14:00:00
158,0.0,14184077.355555555,116.76853202777777,6081579.430277778,69.03089678611111,3005836.2444444443,,0.0,0.0,2017-05-28 15:00:00
159,0.0,14208955.132918552,116.76348854638009,6090412.255938914,69.04961106334842,3006194.7214366514,,0.0,0.0,2017-05-28 16:00:00
160,0.0,14193094.63611111,116.76438502777776,6099852.672777778,69.03451390833334,3006559.631111111,,0.0,0.0,2017-05-28 17:00:00
161,0.0,14200490.644444445,116.75215133333333,6095143.277222223,69.15349939166667,3006921.3261111113,,0.0,0.0,2017-05-28 18:00:00
162,0.0,14174195.516666668,116.78019808333333,6077542.389444444,69.15525622222222,3007283.0183333335,,0.0,0.0,2017-05-28 19:00:00
163,0.0,14193489.63611111,116.72268522222222,6089022.652777778,69.2502886,3007595.131111111,,0.0,0.0,2017-05-28 20:00:00
164,0.0,14192867.332959011,116.64728228523302,6097782.412970241,69.28961421111735,3006910.000280741,,0.0,0.0,2017-05-28 21:00:00
165,0.0,14190212.772222223,116.69970955555556,6091310.9275,69.22024986666666,3005819.2294444446,,0.0,0.0,2017-05-28 22:00:00
166,0.0,14198794.38611111,116.76355458333333,6095768.651388889,69.21928602777778,3004734.1869444447,,0.0,0.0,2017-05-28 23:00:00
167,0.0,14210734.680555556,116.74785127777777,6107712.2561111115,69.28870873055556,3003649.143611111,,0.0,0.0,2017-05-29 00:00:00
168,0.0,14245535.141666668,116.74522888888889,6128676.865833334,69.276683625,3002564.101388889,,0.0,0.0,2017-05-29 01:00:00
169,0.0,14211743.957907045,116.75269257527037,6125677.663256357,69.24824207833967,3001506.0333235897,,0.0,0.0,2017-05-29 02:00:00
